,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
178,178,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below shows a binary search tree where V represents the values of each node in the tree. If the values had been inserted in the order 11, 4, 16, 2, 14, 19, 9, 3, 17, 12, 1, 15, 27, 10, 7 what would the value of X (in diagram) be? V V V V V V VV V V V X V V V
",0.08788596026282325,0.15475650472724947,0.1661338853864691
179,179,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
",0.08751578584995694,0.15415308449070123,0.16545220829771679
180,180,44,"correct, slow, may, different, bound, expression, reason, evaluate, key, fibonacci","What does the following arithmetic expression tree evaluate to? / \- +/ \ / \8 2 1 2
",0.056140810050382774,0.10415348935273033,0.10465797412496766
181,181,29,"hash, table, function, number, bucket, find, use, close, step, insert","I have a standard closed hash table with linear probing, with the function h(x) = x % 7. I wish to put the following elements: 10, 3, 11, 20, 21, 22, 8 (in that exact order). What does the table look like afterwards?
",0.08948444852008965,0.15825815428617063,0.17149609753594128
182,182,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Which Asymptotic Complexity has the highest growth rate:
",0.09450474996165621,0.1622471596153629,0.17317049607270704
183,183,53,"need, company, for, real, system, large, tell, entry, priority, find","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
",0.0901728282190323,0.16091811843222936,0.18362765409018
184,184,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the minimum number of nodes I need to add to an empty AVL tree in order for it to have a depth of 3?
",0.0883726126418463,0.15564743229843123,0.1670649840283915
185,185,39,"first, full, town, work, access, part, last, anywhere, remove, face","A binary tree has six levels, and all are full exceptfor the last level, which is only half full. How manynodes does it have?
",0.03905646680876039,0.07515253119331611,0.08639847467856761
186,186,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","You have been tasked with building a probabilistic Skip list with 1,048,576 nodes.How many lanes will the skip list have? i.e.( if a skip list has lanes labeled ""lane 0"",lane 1"" & ""lane 2"" it has 3 lanes).What is the probability that a node will be assigned to the lane labeled ""lane 15""?
",0.08492117953091295,0.15225727739832254,0.16705879984972039
187,187,29,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of the following sorting algorithms has the largest best time complexity, i.e. the largest O(n) in the best case:
",0.08904296217276086,0.15762350918656956,0.17069970140903074
188,188,29,"hash, table, function, number, bucket, find, use, close, step, insert","Given the hash function f(x) = x % 10, for the following input (1234,60,1264,3456,638,3666,349,201,470,1000,84,3), which statement is true for this input using open hashing:
",0.08892169909766362,0.15754222416058913,0.17047147609692676
189,189,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","You are implementing a data structure. When you insert a new items at the front of data structure, it can be done in just a few simple steps. When you try to access the 1500th item, you must pass through 1499 others first. If you want to remove an item, you can remove any item in just a few steps once you have found it. It does not have a previous pointer. What data structure have you implemented?
",0.07148794407879949,0.1275367968789214,0.14401820359405015
190,190,29,"hash, table, function, number, bucket, find, use, close, step, insert","Draw a closed hash table with linear probing of size 7. The hash function is h(x) = x % 7.The following elements are inserted into the hash table: 2, 7, 13, 19, 21, 25, 29What is the correct order of the elements now in the hash table?
",0.09054403101478985,0.16012116295991813,0.17323591717860767
191,191,29,"determine, start, want, divide, line, word, weight, grain, need, build","Billy Bob needs to implement a searching algorithm. His algorithm keeps dividing the search area in half (on sorted data) until it arrives at his word. However, there's a twist! The algorithm is very clever, and, if for example the word starts with 'z', it will start searching towards the end. The steps taken by this algorithm is log_base2(log_base2(n)) on average. Which of the following algorithms did Mr. Bob implement?
",0.08982492006093448,0.1590781921989761,0.1725295629960128
192,192,35,"for, follow, int, code, runtime, method, get, correctly, property, class","Given the following algorithm:for(int i = 0; i < n; i++) for(int j = 0; j < n; j++) System.out.println(""I love DSA!!!"");Which of the following following describes the correct time complexity bounds?
",0.13952303702078192,0.23028200822205266,0.24141818465163953
193,193,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is stable?
",0.1668206668516443,0.26759599676214124,0.2778435999786438
194,194,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is stable?
",0.1668206668516443,0.26759599676214124,0.2778435999786438
195,195,42,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the best, average and worst time complexity of shell sort?
",0.07797434035383488,0.13410451568210058,0.14220810777353463
196,196,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms does not have an average time complexity of nlogn?
",0.15386594640680237,0.24876438588633318,0.26015299342125797
197,197,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Which of the following ontology languages and notations has the most commercial support globally?
",0.09065655717642634,0.158085546554082,0.1663609573923039
198,198,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the worst possible time complexity of an insertion sort on a list of size n?
",0.10084673535924961,0.1760583349099871,0.19136582894111456
199,199,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","How will the array look after using h-sort with an h-value of 2 on: 5,9,3,7,2
",0.08073766517989564,0.14500543405799876,0.1546575478178977
200,200,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms has an average time complexity ofT(n)=nlog(n) and space complexityT(n)=n?
",0.15592594452152317,0.2518190446094743,0.263099536344492
201,201,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following trees is a legit binary search tree containing the numbers (2,7,9,12,18,23,26,37,43,75)? Represented in PRE-ORDER traversal!
",0.08991711270955127,0.1581533763806347,0.16957006570562078
202,202,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Given this graph:How many paths of length 2 or less are there from vertex C to F?
",0.06679721658155818,0.12192735044669212,0.13448872435622453
203,203,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the runtime of the following code ?for (int i=1; i<n; i=i*2) System.out.println(“hello”);for (int j=1; j<m; j++) for (int k=1; k<10; k++) for (int l=1; l<j; j++) System.out.println(“CM20254”);
",0.08541100208509127,0.1448590606393729,0.14985417129173814
204,204,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which algorithm is the correct description of pre-order traversal
",0.09098473240947196,0.1597722116911608,0.1712200434962704
205,205,45,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Which of the following is a graph representation?
",0.12407406826965325,0.21171668784930178,0.2294410202226716
206,206,56,"measurement, precision, accuracy, factor, important, valueprecision, repeatable, conduct, yield, close","Accuracy and precision are two important factors to consider when taking data measurements.What are the correct definitions of accuracy and precision?
",0.14314516129032256,0.25,0.2744896634109649
207,207,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is the formula to calculate the load on a hash table?
",0.09093925759422578,0.16085396159176035,0.1746413525515211
208,208,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which answer is always TRUE for Linked Lists?
",0.11452964713645533,0.19638489518756605,0.21266911539794808
209,209,32,"hash, table, function, number, bucket, find, use, close, step, insert","Management has asked you to change a closed hashtable to an open hashtable. It currently has a load factor of 0.75.What is the change in the average number of steps to find a bucket after you change the hashtable?Answer is: open av. - closed av, can be positive or negative
",0.09223558933181493,0.15998911960798196,0.1727586757402345
210,210,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","An algorithm has runtime, what is the asymptotic time complexity of this algorithm?
",0.10918479843224904,0.18792457914133384,0.20299231501689188
211,211,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Define what a leaf node in a tree is.
",0.08986818400989828,0.15791777838040727,0.16929067375147575
212,212,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Order the complexities from lowest to highest growth rate:a = log(n)b = n log (n)c = (log(n))^2d = sqrt(n)e = 2^nf = n^3g = n
",0.08334878908233033,0.14561271408059392,0.1569398856851045
213,213,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is an AVL Tree:
",0.0917479718898091,0.16065651627598368,0.1722786551217215
214,214,4,"tree, node, binary, follow, avl, traversal, order, search, number, root","Insert the following numbers lexicographically in an AVL tree: {5,20,8,9,3,11,4,65,85,35,15,1}.What is the in-order transversal of the tree?
",0.04818960926710091,0.09100025078351785,0.10405443302462539
215,215,4,"store, must, number, able, book, like, quickly, application, product, could","You have been tasked with organizing and storing the books available in a library using their ISBN number. Assuming there is only one copy of any book owned by the library, what data structure should you use to complete your task?Some key considerations:You must be able to remove and add books as neededLookup times must be as short as possibleSpace is not an issueBooks do not need to be sorted, merely stored and retrieved
",0.053116060052674455,0.09929643232195547,0.11414611714231813
216,216,7,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","log212! = 28.8355. What is the minimum number of comparisons needed to sort 12 items?
",0.0581018345901713,0.10810356910777832,0.11306025092087939
217,217,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Given a Linked List, what is the purpose of the following method, if the method call is doesSomething(head):public void doesSomething(Node node) {if(node== null)return;doesSomething(node.next);System.out.println(node.value);}
",0.0858624481297296,0.1477018612552931,0.15304118218614712
218,218,31,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","The following text describes a type of tree traversal: - Process current node - Process nodes in the left sub-tree - Process nodes in the right sub-treeWhich of the following traversals does the above describe?
",0.09147552472524467,0.16032260813921023,0.17200622610396296
219,219,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the output of the pre-order traversal of the AVL tree which started empty and had the following elements inserted in this order:6, 43, 11, 23, 9, 15
",0.09220376678303112,0.1615961045873766,0.17341302979991893
220,220,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","A graph in which all edges go from one vertex to another in a specific direction is known as what?
",0.06602464361888778,0.1206132294943606,0.1327989353143129
221,221,35,"datum, structure, item, remove, data, implement, add, fast, follow, make","Finish the name of this module:Data Structures and _____
",0.15142186209392927,0.2457412844602608,0.2566197395891774
222,222,35,"datum, structure, item, remove, data, implement, add, fast, follow, make","Finish the name of this module:Data Structures and _____
",0.15142186209392927,0.2457412844602608,0.2566197395891774
223,223,29,"hash, table, function, number, bucket, find, use, close, step, insert","In a hash table with 600 slots, after how many insertions is there likely to be (i.e. with probability 0.5 or greater) a collision?
",0.09012990333050187,0.1595927350557428,0.17311183901887287
224,224,54,"go, always, prime, distribution, reduce, collision, stand, little, since, explain","Do hash tables that use a prime number of buckets always increase distribution and reduce collisions, explain why?
",0.0,0.0,0.0
225,225,54,"tree, node, binary, follow, avl, traversal, order, search, number, root","Insert 28, 29, 16, 9, 34, 8, 20 in order into an empty AVL Tree. What are the leaf nodes after rebalancing to satisfy the AVL Condition?
",0.0,0.0,0.0
226,226,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","What is the minimum number of comparisons required to sort any permutation of 7 integers?
",0.08213842734784786,0.14748345942117944,0.1569738062871758
227,227,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is the worst case scenario for finding an element in a singly linked list of size n?
",0.11973461185729949,0.20483924719403976,0.22049961960360503
228,228,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is the difference between a singly linked list and a skip list?
",0.12170100269518863,0.20814097559675185,0.22313605895954244
229,229,53,"need, company, for, real, system, large, tell, entry, priority, find","You've just started work at a long standing Technology company and your first project is to update old legacy data structures. You are given a closed hash tablewith linear probing containing identification numbers that is no longer being used, but is going to be archived due to its sensitive nature.You are tasked to copy this data into an array for archiving, but first the Load factor needs to be calculated.The closed hash table has 10,000 keys stored in it and you are told any item can be accessed in 3 steps on average. What is the Load Factor?
",0.0937753268887414,0.16741020939847184,0.1895375206568877
230,230,29,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","During this course a number of data structures have been taught. Generally these structures have worst case space complexity of O(n), with a single exception. One taught data structure has worst case space complexity O(n log(n)). Which of the taught data structures represents this exception?
",0.08886237931389131,0.15754866917491114,0.17092624734060988
231,231,29,"hash, table, function, number, bucket, find, use, close, step, insert","You wish to use open hashing (where each array slot contains a pointer to a linked list). The hash function has the form h(x) = x % 6 and the hash table has slots 0, ... , 5. If you insert the elements 5, 6, 7, 9, 15, 21, 22, 61 in that order, what is the minimum list length at the end?
",0.08923559009742939,0.15806794264381285,0.17155596804173756
232,232,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","An algorithm has runtime T(n) = 0.00149n14+ 100n2+ 48nlog(n) for input of size n. What is the asymptotic time complexity of this algorithm?
",0.11459889830746935,0.19579758211569318,0.21077512027348752
233,233,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","In the context of an AVL Tree, AVL stands for:
",0.09189284405919276,0.16113608374935845,0.17287409898433234
234,234,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","Imagine you are a software engineer a Honda. Your boss asks you to implement a probabilistic skip list in Java with the probability of a new node being added to each lane decreasing by a factor of 0.5 for each lane as the lane number increases. However, due to lack of server space, she says that you may not use any arrays of size greater than 10 when defining the set of pointers for each node. Roughly how many items can this skip list hold before it can no longer be considered binary search when searching for nodes?
",0.08068967006574874,0.14521346157890125,0.16300173250919114
235,235,5,"hash, table, function, number, bucket, find, use, close, step, insert","What is one disadvantage of using a Hash Table with a small load L?(say, for L < 0.2)
",0.017241379310344827,0.03389830508474576,0.036810508691615514
236,236,45,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider average time complexity for each search algorithm.Select the only true statement.
",0.11424297233822482,0.19611394444835917,0.20999914825480864
237,237,29,"hash, table, function, number, bucket, find, use, close, step, insert","Suppose I have a Close Hash Table with load L, and it takes me on average 1.15 steps to find an item in the table. What is the value of L (to 2 sig.fig.) ?
",0.0900996086382401,0.15952053757784262,0.17296934005845901
238,238,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Two main measures for the efficiency of an algorithm are_________________
",0.08169285207413297,0.14199053872340073,0.14942651383080288
239,239,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which of the following input Arrays makes insertion sort in ascending order perform the largest number of comparisons?
",0.08401287321213474,0.15059645522897572,0.15986342670048734
240,240,14,"value, operation, perform, similar, expect, many, page, real, note, temp","Consider the following doubly linked list:HEAD - one - two - three - four - five - TAILwhere one is a Node object with integer value 1, prev = HEAD, next = two. This object type is similar for the remaining nodes.What will the list be after performing the following operations:Node temp = New Node(value=7, prev=one, next=three)one.next = temp;three.prev = temp;
",0.10838536203036093,0.18686968587452982,0.19531677889436155
241,241,4,"store, must, number, able, book, like, quickly, application, product, could","An application for a supermarket checkout needs to store products with their serial numbers, and the application must be able to quickly find the product linked to the serial number which has been scanned by the cashier.Should the serial number of the product change, the application should also be able to quickly change the serial number associated with the relevant product. Which of the following data structures would be most appropriate to store the products and serial numbers in memory?
",0.055864370798976805,0.10392385289829933,0.11969140679316238
242,242,41,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of these is correct for the BEST time complexity for the following Algorithms?
",0.08627462231981176,0.1541838925892113,0.1633675004882346
243,243,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the Post-Order Traversal of the tree: 20 / \ 10 28 / \ 5 18 \ 19
",0.09214431025043694,0.16161380087414895,0.1732616469677338
244,244,29,"hash, table, function, number, bucket, find, use, close, step, insert","Using open hashing with ahash function of the form h(x) = x % 7 and a hash table with slots 0, …,6, if you insert the elements 15, 7, 22, 8, 19, 31, 30, 29, 40, 81 in that order, what is the maximum list length at the end?
",0.09075513148665224,0.16055098180281174,0.17403572712481954
245,245,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the recurrence relation for worst case QuickSort, and what is the time complexity in this case?
",0.1745405210209917,0.27858083955821916,0.2865218848955042
246,246,1,"order, consider, runtime, input, size, constant, post, function, print, correct","A quadratic time algorithm uses 70 elementary operations to process an input of size 20. What is the predicted number of elementary operations it will use for an input of size 200?
",0.059473523650711124,0.11010822129935242,0.1235711191917124
247,247,17,"insertion, already, term, label, counter, may, many, suitable, situation, use","Consider the following hypothetical situation:You have a sorting algorithm which uses quicksort 50% of the time, and insertion sort 50% of the time, on average. n input lists arrive such a given list is already completely sorted with probability x, and the rest are random.Give an equality for x in terms of n for when this approach will be quicker than always using Selection sortYou may refer to the below:(Note that because of the hypothetical nature of the question, the answer may seem counter-intuitive, but will make mathematical sense)
",0.061234328196465355,0.11393485245246265,0.13967162272326963
248,248,17,"first, full, town, work, access, part, last, anywhere, remove, face","You work for Spotazon music, and have been asked to implement a data structure to store music playlists. Users will want to be able to easily add/remove tracks from any point in the playlist, and they should be able to skip forward/skip backwards a track. Your brief is to use a data structure that will maximise the speed of these functions. Which of the following data structures would be most appropriate.
",0.06445172049028018,0.1193388879763689,0.14360313461888774
249,249,29,"hash, table, function, number, bucket, find, use, close, step, insert","You use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = x % 7 and the hash table has slots 0, … , 6. If you insert the elements 18,19,25,701,77,74,y in that order, where y is an unknown integer, what does the hashtable look like at the end?a) 77,701,74,y,18,19,25b) 77,25,701,y,18,19,74c) 77,701,y,19,18,25,74d) 77,18,19,701,25,74,ye) None of the above are correct
",0.09144427405525399,0.16152614270363075,0.17539187227076286
250,250,29,"list, link, array, follow, middle, insert, faster, would, add, singly","Consider the following two lists:List X: List of integers from 1 to 100 (inclusive) in ascending orderList Y: Random permutation of list XWhich of the statements A-D is FALSE (on average)?
",0.09104702873865386,0.1609775384259134,0.17467257843239867
251,251,59,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following algorithms has the lowest complexity class
",0.09270536007403558,0.16208941220432374,0.17620135608338938
252,252,19,"sort, take, use, selection, many, order, would, bubble, quick, ascend","What are the steps taken to complete a Radix Sort on a list of integers?
",1.0,1.0,1.0
253,253,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the runtime of the following code?for (int i=0; i < N; ++i) { for (int j=0; j < M/2; j=j*2) { System.out.println(j); if (i%2 == 0) { for (int k=0; k < 2*N; ++k) { System.out.println(i + "" is even""); } } }}
",0.08737164240274983,0.1520671814977897,0.15979227870521331
254,254,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the following numbers: 6,2,18,34,13,14.When constructing a perfectly balancedbinary search tree from the numbers in that order, which number is its root?
",0.09227514593862854,0.16192832740513954,0.173514909356526
255,255,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","Selection Sort runs for 5 seconds for 100 records. How likely is it likely to run for 10,000 records?
",0.11531405299803134,0.19511991455932695,0.2009101196036705
256,256,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Below is an incomplete code for the class LinkedList.Method 'Get' finds the ith element in the linked list. Which code must go at 'X' for the code to work.public Object get(int i){ if (i<0 || i>=n) { return error; } ListNode node = head; Xreturn node.element;}
",0.08604728342239351,0.15058154468105628,0.15832938942653613
257,257,58,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","You have to insert the element ""20"" in this skip list, p = 0.5, max lanes = 5:Which one of the following statements are true?
",0.0875944325160327,0.1594054690828884,0.17348393742231175
258,258,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Below is an example graph. Which of the following adjacency matrices represent this graph?
",0.06871369845152275,0.12494094501946204,0.13705133640972583
259,259,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the result of shell sorting the data set below with a gap size of 3.56 21 30 43 98 23
",0.08294089678742414,0.14925411567162555,0.16650963006775565
260,260,49,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","Which of the following is TRUE?
",0.10378471543811078,0.17820420276150523,0.19013309746357848
261,261,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the correct in order traversal of this Binary tree?
",0.09338977631190154,0.16361552960601763,0.1751842589175806
262,262,23,"create, deletion, state, shell, allow, record, surgery, logn, fast, must","Using Dijkstra's algorithm, starting at node S, state the order of nodestraversed before reaching the node B.
",0.023987814465408805,0.04635741351912969,0.050813971116594144
263,263,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below is an example binary tree. What is the pre-order traversal of this tree?
",0.09412729618215511,0.16476252918408849,0.17626480870118397
264,264,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which statement about linked lists and arrays is TRUE?
",0.11153491018453453,0.19172275989628318,0.2052674492777475
265,265,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hash table with 150 buckets storing 100 items.On average, how many steps of linear probing would it take to find an item?
",0.09133748938046207,0.1614629449125432,0.17500219580935691
266,266,1,"tree, node, binary, follow, avl, traversal, order, search, number, root","The list of numbers {10, 36, 27 22, 4} is to be stored as an AVL Tree.Which numbers, will be the leaves (subtrees with no children) of the left subtree from the root when the tree is balanced?
",0.0610497860824032,0.11297081627644856,0.12671672865584527
267,267,1,"order, consider, runtime, input, size, constant, post, function, print, correct","The following integers are inserted into an empty ALV Tree in the following order: 4, 8, 15, 16, 23, 42. The tree puts the greater integers on the right, and smaller ones on the left e.g 8 would be somewhere to the right of 4. The tree is kept balanced after each insertion. Each node of the tree is then printed using pre-order traversal separated by commas. Nothing is printed if a null node is encountered using this method. Which of the following is the correct output produced?
",0.05938233767503162,0.11005261093995229,0.12642953483984778
268,268,1,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Correct assigments of big O notation forTheta, Omega, Oare:
",0.054806477615971995,0.1018145572565289,0.11666603267081074
269,269,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms does shellsort make use of?
",0.15348765848712057,0.24865589446081202,0.25937908471694365
270,270,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is true for all binary trees?
",0.09516399303392364,0.1663371248008679,0.1778675451302933
271,271,29,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What are the 2 main types of graph traversal?
",0.0904530109552791,0.16002318291483852,0.17364929910418317
272,272,29,"hash, table, function, number, bucket, find, use, close, step, insert","What can't/shouldn't you do with closed hashtables?
",0.08875671766664285,0.15712567868617777,0.1707953731133547
273,273,27,"merge, positive, great, recurrence, relation, simplicity, power, stooge, looping, algorithmsa","What is an advantage of Heap Sort over Merge Sort?
",0.08251317980844176,0.14499747956311276,0.153485328488264
274,274,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the Big-Theta of this code:void myProgram (int a, int b, int c){ for(int i=0; i<a*a; i++){ for(int j=0; j<b; j++){ if(j==b/2){ for(int k=0; k<c; k++){ System.out.println(""TRUE""); } } else { System.out.println(""FALSE""); } } }}
",0.08244230614683454,0.1453098069982808,0.1534893013238999
275,275,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which three of the following sorting algorithms are stable?:Selection sort,Insertion sort,Bubble sort,Shell sort,Quick sort,Merge sort,Heap sort.
",0.15404078336570862,0.24968389406292302,0.26034753732940014
276,276,34,"log, base, become, function, faster, sufficiently, purple, yellow, green, orange","Two functions have respective time complexities defined by:where log is of base-2.For what value of n does g become faster than f?
",0.0,0.0,0.0
277,277,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider the following tree:What would be the result of printing the values of each node via POST-ORDER traversal?
",0.09517275838810475,0.16638310641080425,0.17781185623875753
278,278,35,"list, link, array, follow, middle, insert, faster, would, add, singly","Which of the following code snippets would correctly remove the nthelement, n, of a doubly-linked list?
",0.15374241639274377,0.24958508487821884,0.26014096988035534
279,279,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithm is stable and has average time complexity of nlog(n)
",0.1561703425635234,0.2531555396007145,0.2636984389876824
280,280,58,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","Assume that we have a perfect skip list (as described in 2019 coursework 2 Q3... ""every element is linked to the next, even numbered elements are also linked to the one 2 ahead, elements whose number is divisible by 4 are also linked to the one 4 ahead, and so on by powers of 2."").The skip list contains 32768 elements. How many elements have at least 11 lanes?
",0.0937147205481866,0.1691926685529908,0.1848445577179048
281,281,40,"node, next, object, previous, doubly, pointer, pointerthe, head, link, contain","A binary tree has a depth of 6, it is full on all levels except for the bottom. The bottom level contains 4 nodes, how many nodes are there in the tree?
",0.06416011424991858,0.11720339371652483,0.1276392448519293
282,282,45,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements are true?
",0.11383215935313287,0.19465849749807074,0.20902151733121607
283,283,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is the time complexity of the following extract of code?System.out.println(""Hello world"");for(int i = 0; i < n; i++){ System.out.println(""Test"");}for(int j = 0; j < n; j++){ System.out.println(""Test"");}
",0.10128807044563976,0.1754225901849764,0.18976249699909406
284,284,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","which of the following defines Big-O notation where g(n) = O(f(n))?
",0.1021107743219371,0.1759248703046416,0.18669681990237558
285,285,48,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which one of the following data structures has the average search time complexity ofT(1)?
",0.0697015741707559,0.1265285618504835,0.13851066077140536
286,286,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","If we cube the adjacency matrix of a directed graph, what should happen?
",0.07041642851659119,0.12778319348317413,0.13962010061323207
287,287,1,"order, consider, runtime, input, size, constant, post, function, print, correct","For the following piece of Java code, select the worst case runtime from the options given.N.B. You can assume that printing a string to console takes constant time.public static void function (int N) { for (int i = 1; i < N; i++) { for (int j = 1; j < N; j = j * 2) { System.out.println(""hello world""); } }}
",0.053730121009823176,0.0999878781376141,0.11511242416497013
288,288,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What option has the correct definitions of each of the following:leafComplete (Full) Binary treeBinary tree
",0.09521805333161616,0.16653482682370038,0.17786993930416392
289,289,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","which of these options is in the order of:pre-order TraversalIn-order TraversalPost-order Traversal
",0.09526031858203501,0.16666492740926572,0.17792271336923693
290,290,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Order the following Big O runtimes from largest to smallest:O(log n), O(1), O(n log n), O(n), O(), O()
",0.05277505840995903,0.09838201579399813,0.11254616742459046
291,291,29,"hash, table, function, number, bucket, find, use, close, step, insert","If the closed hash table with linear probing has a load factor of 0.30, what is the average number of steps to insert/find an item.
",0.09091465296808203,0.16033150703394414,0.17399534422344062
292,292,21,"merge, positive, great, recurrence, relation, simplicity, power, stooge, looping, algorithmsa","What is the correct recurrence relation for merge sort (when N, the number of elements of the list being sorted, is greater than 1 and a positive power of 2 for simplicity)?
",1.0,1.0,1.0
293,293,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the best, average and worst case complexity of selection sort?
",0.18517638941115191,0.2920366943268149,0.2997818828072764
294,294,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Perform 1 pass of h-sort on the following array taking h to be 4.1D array = 31, 6, 4, 21, 12, 84, 19, 62, 4, 11, 1, 91Output will be?
",0.0852296026033313,0.15254031228735826,0.16150560625037685
295,295,41,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","What is the formal definition of 'Big-Omega' , for a positive function f(n)?
",0.08558538477260964,0.15314196338585118,0.16201503145375756
296,296,11,"list, link, array, follow, middle, insert, faster, would, add, singly","Assume you are deleting an element (called 'node') from the middle of a doubly-linked list equipped with prev and next references. Which of the following lines of code would correctly delete the element in the list?
",0.08374510959718111,0.1506868521645944,0.16744516595457987
297,297,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","Three types of search that we can use to find an element in an ordered set of data are binary search, interpolation search and linear search. What are their complexities?
",0.08276288334916805,0.14916559438819826,0.16550460822588042
