,Document_No,Dominant_Topic_1,Perc_Contribution_1,Topic_Keywords_1,Dominant_Topic_2,Perc_Contribution_2,Topic_Keywords_2,Dominant_Topic_3,Perc_Contribution_3,Topic_Keywords_3,Text,Question
155,155,30,0.14180000126361847,"graph, name, number, edge, vertex, undirected, want, however, direct, main",1,0.14030000567436218,"datum, store, structure, add, right, remove, data, leave, use, follow",5,0.08410000056028366,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['give', 'graph', 'adjacency', 'list', 'form', 'use', 'combination', 'datum', 'structure', 'algorithm', 'efficiently', 'find', 'short', 'distance', 'node']","Given a graph in adjacency list form, using what combination of data structure and algorithm can we efficiently find the shortest distance between two nodes.
"
156,156,5,0.15219999849796295,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",53,0.014399999752640724,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist",45,0.014399999752640724,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist","['sort', 'algorithm', 'unstable']","Which of these sorting algorithms is unstable?
"
157,157,12,0.06400000303983688,"hash, element, table, bucket, use, function, result, find, close, key",58,0.0625,"for, int, follow, time, complexity, run, if, give, code, return",17,0.01510000042617321,"big, notation, assume, comparison, merge, omega, theta, off, transitivity, convert","['calculate', 'for']","Calculate x for:
"
158,158,12,0.45239999890327454,"hash, element, table, bucket, use, function, result, find, close, key",5,0.010200000368058681,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",0,0.0,,"['calculate', 'average', 'number', 'step', 'take', 'find', 'insert', 'item', 'closed', 'hash', 'table', 'number', 'key', 'number', 'bucket']","Calculate the average number of steps taken to find/insert an item into this closed hash table:Number of keys= 3500 Number of Buckets=15750
"
159,159,5,0.22439999878406525,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",12,0.07699999958276749,"hash, element, table, bucket, use, function, result, find, close, key",52,0.04780000075697899,"term, advantage, swap, let, heap, amortise, measure, singly_linked, transitivity, permutation","['singly_linked', 'list', 'without', 'tail', 'reference', 'time', 'complexity', 'add', 'element', 'end', 'list']","In a singly linked list without a tail reference, what is the time complexity of adding an element to the end of the list?
"
160,160,5,0.15219999849796295,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",56,0.014399999752640724,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist",37,0.014399999752640724,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist","['unstable', 'sort', 'algorithm']","Define an unstable sorting algorithm
"
161,161,12,0.16869999468326569,"hash, element, table, bucket, use, function, result, find, close, key",1,0.05719999969005585,"datum, store, structure, add, right, remove, data, leave, use, follow",34,0.05079999938607216,"tree, order, binary, node, search, follow, avl, traversal, type, number","['open', 'hash', 'table', 'type', 'datum', 'bucket', 'point']","In an Open Hash Table, what type of data structure does each array bucket point to?
"
162,162,30,0.20579999685287476,"graph, name, number, edge, vertex, undirected, want, however, direct, main",5,0.05350000038743019,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",59,0.015200000256299973,"chicken, start, plump, like, want, weight, could, book, update, tell","['dijkstra', 'algorithm', 'number', 'vertice', 'number', 'edge']","What is the time complexity of Dijkstra's Algorithm? (v is the number of vertices, e is the number of edges)
"
163,163,0,0.016699999570846558,"ahead, also, least, perfect, divisible, coursework, power, even, assume, next",1,0.016699999570846558,"datum, store, structure, add, right, remove, data, leave, use, follow",2,0.016699999570846558,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist",[],"What is 2^35 mod 7?
"
164,164,5,0.3149999976158142,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",58,0.09229999780654907,"for, int, follow, time, complexity, run, if, give, code, return",8,0.010400000028312206,"list, link, array, item, would, remove, front, faster, middle, new","['implementation', 'run', 'for', 'second', 'sort', 'list', 'recordshow', 'long', 'likely', 'run', 'sort', 'record']","An implementation of insertion sort runs for 10 seconds to sort a list of 10^8 records.How long will it likely run to sort 10^9 records?
"
165,165,34,0.10670000314712524,"tree, order, binary, node, search, follow, avl, traversal, type, number",38,0.060600001364946365,"definition, precision, factor, incorrect, accuracy, difference, theload, full, important, treebinary",14,0.014399999752640724,"value, lecture, low, deletion, possible, slide, bind, lower, state, week","['definition', 'avl', 'tree']","What is the definition of an AVL tree?
"
166,166,43,0.15809999406337738,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",20,0.058400001376867294,"statement, false, rule, follow, carey, inthis, engine, bugle, involve, pagerank",5,0.05779999867081642,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['consider', 'follow', 'function', 'nselect', 'true', 'statement']","Consider the following functions:f(n) = 5n^2 , g(n) = 10n^2 and h(n) = 10^nSelect the true statement below:
"
167,167,32,0.13269999623298645,"valid, leaf, apply, try, advice, password, context, stand, treesa, root",12,0.05810000002384186,"hash, element, table, bucket, use, function, result, find, close, key",43,0.04960000142455101,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'valid', 'advice', 'hash', 'password']","Which of the following is valid advice when hashing passwords.
"
168,168,5,0.12700000405311584,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",58,0.08730000257492065,"for, int, follow, time, complexity, run, if, give, code, return",34,0.05050000175833702,"tree, order, binary, node, search, follow, avl, traversal, type, number","['average', 'time', 'complexity', 'for', 'search', 'skip', 'list']","What is the average time complexity for searching in a Skip List?
"
169,169,12,0.48489999771118164,"hash, element, table, bucket, use, function, result, find, close, key",0,0.0,,0,0.0,,"['closed', 'hash', 'table', 'linear_probing', 'use', 'function', 'hash', 'function', 'slot', 'element', 'insert', 'hash', 'table', 'order', 'result', 'hash', 'table']","A closed Hash-table with linear probing uses the function h(x) = x % 5 as a hash function and has slots 0,1,2,3,4.When the elements, (13, 4, 19, 5, 27), are inserted into the Hash-table in order, what is the resulting Hash-table?
"
170,170,30,0.10970000177621841,"graph, name, number, edge, vertex, undirected, want, however, direct, main",35,0.01549999974668026,"expect, part, course, answerquestion, http, mainphpcmd, answer, first, target, conference",59,0.015200000256299973,"chicken, start, plump, like, want, weight, could, book, update, tell","['short', 'path']","What is the shortest path from u to z?
"
171,171,34,0.1835000067949295,"tree, order, binary, node, search, follow, avl, traversal, type, number",32,0.07400000095367432,"valid, leaf, apply, try, advice, password, context, stand, treesa, root",43,0.0142000000923872,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'binary', 'tree', 'valid', 'avl', 'treesa']","Which of the following binary trees are valid AVL trees.A: 20 / \ 8 22 / / \ 4 21 40/3B: 20 / \ 25 15C: 20 / \ 8 22 / \ 5 21D: 20 / \ 8 22
"
172,172,4,0.09629999846220016,"complexity, time, large, case, slowest, log, na, number, arrange, average",58,0.08150000125169754,"for, int, follow, time, complexity, run, if, give, code, return",5,0.06260000169277191,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['insertion', 'good', 'case', 'for', 'time', 'complexity']","What is insertion sort's best case for time complexity?
"
173,173,4,0.22040000557899475,"complexity, time, large, case, slowest, log, na, number, arrange, average",5,0.09359999746084213,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",13,0.01209999993443489,"teach, exception, memory, mind, generally, define, single, course, description, dense","['sort', 'good', 'fit', 'description', 'stableb', 'case', 'average', 'case']","Which sorting algorithm best fits this description:StableBest case : (n log n)Average case: (n log n)Worst case: (n log n)
"
174,174,58,0.4196999967098236,"for, int, follow, time, complexity, run, if, give, code, return",5,0.010099999606609344,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",0,0.0,,"['runtime', 'complexity', 'for', 'int', 'test', 'int', 'for', 'for', 'int', 'test', 'for', 'int', 'test']","What is the runtime complexity for this code?for (int i=1; i<n; i++) System.out.println(“test”);int y = n;for (int j=1; j<n; j++) for (int k=1; k<y; k++) System.out.println(“test2”); y = y/2; for(int x = 10; x > 0, x = x-1) System.out.println(""test3"");
"
175,175,5,0.12790000438690186,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",20,0.1080000028014183,"statement, false, rule, follow, carey, inthis, engine, bugle, involve, pagerank",43,0.014299999922513962,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'statement', 'sort', 'algorithm', 'false']","Which of the following statements about sorting algorithms is false?
"
176,176,5,0.22589999437332153,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",34,0.1031000018119812,"tree, order, binary, node, search, follow, avl, traversal, type, number",49,0.0982000008225441,"property, guarantee, letter, additional, generic, must, produce, transitivity, maxheap, letf","['follow', 'list', 'sort', 'first', 'letter', 'sort', 'produce', 'follow', 'output', 'property', 'guarantee', 'true', 'sort', 'algorithm', 'use']","The following list is being sorted by first letter only:hondahalloumibeeThe sorting algorithm produces the following output:beehalloumihondaWhat property is guaranteed to be true about the sorting algorithm used?
"
177,177,34,0.14720000326633453,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.01720000058412552,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",5,0.015399999916553497,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['follow', 'tree', 'balanced']","What will the following tree look like after being balanced?4 2 1 0 -1 3 6 5 7
"
178,178,34,0.38100001215934753,"tree, order, binary, node, search, follow, avl, traversal, type, number",40,0.03880000114440918,"index, represent, final, representation, apart, dictating, calculateand, parent, boat, bucketseg",14,0.035999998450279236,"value, lecture, low, deletion, possible, slide, bind, lower, state, week","['show', 'binary', 'search', 'tree', 'represent', 'value', 'node', 'tree', 'if', 'value', 'insert', 'order', 'would', 'value']","Below shows a binary search tree where V represents the values of each node in the tree. If the values had been inserted in the order 11, 4, 16, 2, 14, 19, 9, 3, 17, 12, 1, 15, 27, 10, 7 what would the value of X (in diagram) be? V V V V V V VV V V V X V V V
"
179,179,34,0.33149999380111694,"tree, order, binary, node, search, follow, avl, traversal, type, number",5,0.012400000356137753,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",30,0.011900000274181366,"graph, name, number, edge, vertex, undirected, want, however, direct, main","['consider', 'follow', 'binary', 'tree', 'traversal', 'traversal', 'node', 'print', 'late']","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
"
180,180,4,0.125,"complexity, time, large, case, slowest, log, na, number, arrange, average",34,0.08869999647140503,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.02199999988079071,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'arithmetic', 'expression', 'tree', 'evaluate']","What does the following arithmetic expression tree evaluate to? / \- +/ \ / \8 2 1 2
"
181,181,12,0.36390000581741333,"hash, element, table, bucket, use, function, result, find, close, key",34,0.06400000303983688,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.013399999588727951,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['standard', 'closed', 'hash', 'table', 'linear_probing', 'function', 'wish', 'put', 'follow', 'element', 'exact', 'order', 'table', 'afterwards']","I have a standard closed hash table with linear probing, with the function h(x) = x % 7. I wish to put the following elements: 10, 3, 11, 20, 21, 22, 8 (in that exact order). What does the table look like afterwards?
"
182,182,58,0.09430000185966492,"for, int, follow, time, complexity, run, if, give, code, return",14,0.0940999984741211,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",57,0.054499998688697815,"sum, high, direction, alength, codepublic, fibonacci, op, thecounte, unknown, none","['asymptotic', 'complexity', 'high', 'growth', 'rate']","Which Asymptotic Complexity has the highest growth rate:
"
183,183,26,0.29120001196861267,"need, number, must, real, company, system, create, large, allow, quick",12,0.28769999742507935,"hash, element, table, bucket, use, function, result, find, close, key",59,0.042100001126527786,"chicken, start, plump, like, want, weight, could, book, update, tell","['large', 'company', 'look', 'store', 'employee', 'would', 'number', 'open', 'hash', 'table', 'currently', 'employee', 'however', 'would', 'like', 'future', 'proof', 'system', 'design', 'system', 'for', 'capacity', 'would', 'like', 'perform', 'operation', 'certain', 'id', 'average', 'number', 'step', 'many', 'bucket', 'would', 'hash', 'table', 'require', 'fit', 'specification']","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
"
184,184,34,0.2906000018119812,"tree, order, binary, node, search, follow, avl, traversal, type, number",58,0.04500000178813934,"for, int, follow, time, complexity, run, if, give, code, return",1,0.03709999844431877,"datum, store, structure, add, right, remove, data, leave, use, follow","['minimum', 'number', 'node', 'nee', 'add', 'empty', 'avl', 'tree', 'order', 'for', 'depth']","What is the minimum number of nodes I need to add to an empty AVL tree in order for it to have a depth of 3?
"
185,185,21,0.2493000030517578,"level, visit, hard, bottom, full, spot, extraction, classical, reheapification, followingvisit",34,0.11540000140666962,"tree, order, binary, node, search, follow, avl, traversal, type, number",44,0.011099999770522118,"child, mean, example, new, word, identical, position, orderfor, offor, twist","['binary', 'tree', 'level', 'full', 'exceptfor', 'last', 'level', 'half', 'full', 'manynode']","A binary tree has six levels, and all are full exceptfor the last level, which is only half full. How manynodes does it have?
"
186,186,31,0.28369998931884766,"lane, skip, pass, skiplist, change, combined, organise, sum, ask, pointer",8,0.09969999641180038,"list, link, array, item, would, remove, front, faster, middle, new",1,0.07339999824762344,"datum, store, structure, add, right, remove, data, leave, use, follow","['task', 'build', 'probabilistic', 'skip', 'list', 'many', 'lane', 'skip', 'list', 'if', 'skip', 'list', 'lane', 'label', 'lane', 'assign', 'label', 'lane']","You have been tasked with building a probabilistic Skip list with 1,048,576 nodes.How many lanes will the skip list have? i.e.( if a skip list has lanes labeled ""lane 0"",lane 1"" & ""lane 2"" it has 3 lanes).What is the probability that a node will be assigned to the lane labeled ""lane 15""?
"
187,187,5,0.20600000023841858,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",4,0.18000000715255737,"complexity, time, large, case, slowest, log, na, number, arrange, average",34,0.011800000444054604,"tree, order, binary, node, search, follow, avl, traversal, type, number","['follow', 'sort', 'algorithm', 'large', 'good', 'time', 'complexity', 'ie', 'large', 'good', 'case']","Which of the following sorting algorithms has the largest best time complexity, i.e. the largest O(n) in the best case:
"
188,188,58,0.1606999933719635,"for, int, follow, time, complexity, run, if, give, code, return",12,0.12430000305175781,"hash, element, table, bucket, use, function, result, find, close, key",43,0.12099999934434891,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['give', 'hash', 'function', 'for', 'follow', 'input', 'statement', 'true', 'for', 'input', 'use', 'open', 'hashing']","Given the hash function f(x) = x % 10, for the following input (1234,60,1264,3456,638,3666,349,201,470,1000,84,3), which statement is true for this input using open hashing:
"
189,189,1,0.29429998993873596,"datum, store, structure, add, right, remove, data, leave, use, follow",8,0.25369998812675476,"list, link, array, item, would, remove, front, faster, middle, new",12,0.07680000364780426,"hash, element, table, bucket, use, function, result, find, close, key","['implement', 'datum', 'structure', 'insert', 'new', 'item', 'front', 'datum', 'structure', 'do', 'simple', 'step', 'try', 'access', 'th', 'item', 'must', 'pass', 'other', 'first', 'if', 'want', 'remove', 'item', 'remove', 'item', 'step', 'find', 'previous', 'pointer', 'data', 'structure', 'implement']","You are implementing a data structure. When you insert a new items at the front of data structure, it can be done in just a few simple steps. When you try to access the 1500th item, you must pass through 1499 others first. If you want to remove an item, you can remove any item in just a few steps once you have found it. It does not have a previous pointer. What data structure have you implemented?
"
190,190,12,0.4106999933719635,"hash, element, table, bucket, use, function, result, find, close, key",43,0.0608999989926815,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",5,0.041099999099969864,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['draw', 'closed', 'hash', 'table', 'linear_probing', 'size', 'hash', 'function', 'follow', 'element', 'insert', 'hash', 'table', 'correct', 'order', 'element', 'hash', 'table']","Draw a closed hash table with linear probing of size 7. The hash function is h(x) = x % 7.The following elements are inserted into the hash table: 2, 7, 13, 19, 21, 25, 29What is the correct order of the elements now in the hash table?
"
191,191,44,0.1770000010728836,"child, mean, example, new, word, identical, position, orderfor, offor, twist",5,0.1429000049829483,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",12,0.09210000187158585,"hash, element, table, bucket, use, function, result, find, close, key","['need', 'search', 'keep', 'divide', 'search', 'area', 'half', 'sorted', 'data', 'arrive', 'word', 'however', 'twist', 'algorithm', 'clever', 'if', 'for', 'example', 'word', 'start', 'start', 'search', 'towards', 'end', 'step', 'take', 'average', 'follow', 'algorithm']","Billy Bob needs to implement a searching algorithm. His algorithm keeps dividing the search area in half (on sorted data) until it arrives at his word. However, there's a twist! The algorithm is very clever, and, if for example the word starts with 'z', it will start searching towards the end. The steps taken by this algorithm is log_base2(log_base2(n)) on average. Which of the following algorithms did Mr. Bob implement?
"
192,192,58,0.33250001072883606,"for, int, follow, time, complexity, run, if, give, code, return",43,0.07519999891519547,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",46,0.0430000014603138,"describe, look, process, sub, mergesort, takes_seconds, returnmove, repeat, typically, arbitrary","['give', 'follow', 'for', 'for', 'int', 'love', 'dsa', 'follow', 'follow', 'describe', 'correct', 'time', 'complexity', 'bound']","Given the following algorithm:for(int i = 0; i < n; i++) for(int j = 0; j < n; j++) System.out.println(""I love DSA!!!"");Which of the following following describes the correct time complexity bounds?
"
193,193,5,0.18850000202655792,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",43,0.014700000174343586,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",58,0.014100000262260437,"for, int, follow, time, complexity, run, if, give, code, return","['follow', 'sort', 'algorithm', 'stable']","Which of the following sorting algorithms is stable?
"
194,194,5,0.18850000202655792,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",43,0.014700000174343586,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",58,0.014100000262260437,"for, int, follow, time, complexity, run, if, give, code, return","['follow', 'sort', 'algorithm', 'stable']","Which of the following sorting algorithms is stable?
"
195,195,5,0.25209999084472656,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",4,0.014700000174343586,"complexity, time, large, case, slowest, log, na, number, arrange, average",58,0.013500000350177288,"for, int, follow, time, complexity, run, if, give, code, return","['good', 'average', 'bad', 'time', 'complexity', 'shell']","What is the best, average and worst time complexity of shell sort?
"
196,196,5,0.2800999879837036,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",4,0.01360000018030405,"complexity, time, large, case, slowest, log, na, number, arrange, average",58,0.013100000098347664,"for, int, follow, time, complexity, run, if, give, code, return","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'nlogn']","Which of the following sorting algorithms does not have an average time complexity of nlogn?
"
197,197,28,0.1875,"globally, language, ontology, commercial, support, letf, heapsort, invent, notation, mergesort",17,0.05590000003576279,"big, notation, assume, comparison, merge, omega, theta, off, transitivity, convert",43,0.04989999905228615,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'ontology', 'language', 'notation', 'commercial', 'support', 'globally']","Which of the following ontology languages and notations has the most commercial support globally?
"
198,198,5,0.2361000031232834,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",19,0.049400001764297485,"insertion, point, end, route, choose, invariant, da, logn, algorithmsa, deletion",12,0.03959999978542328,"hash, element, table, bucket, use, function, result, find, close, key","['bad', 'possible', 'time', 'complexity', 'insertion', 'sort', 'list', 'size']","What is the worst possible time complexity of an insertion sort on a list of size n?
"
199,199,5,0.09239999949932098,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",14,0.05779999867081642,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",46,0.05770000070333481,"describe, look, process, sub, mergesort, takes_seconds, returnmove, repeat, typically, arbitrary","['look', 'use', 'sort', 'value']","How will the array look after using h-sort with an h-value of 2 on: 5,9,3,7,2
"
200,200,5,0.15549999475479126,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",4,0.14100000262260437,"complexity, time, large, case, slowest, log, na, number, arrange, average",43,0.05979999899864197,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'oft', 'nlog', 'space']","Which of the following sorting algorithms has an average time complexity ofT(n)=nlog(n) and space complexityT(n)=n?
"
201,201,34,0.33180001378059387,"tree, order, binary, node, search, follow, avl, traversal, type, number",12,0.04309999942779541,"hash, element, table, bucket, use, function, result, find, close, key",40,0.04280000180006027,"index, represent, final, representation, apart, dictating, calculateand, parent, boat, bucketseg","['follow', 'tree', 'legit', 'binary', 'search', 'tree', 'contain', 'number', 'represent', 'pre', 'order', 'traversal']","Which of the following trees is a legit binary search tree containing the numbers (2,7,9,12,18,23,26,37,43,75)? Represented in PRE-ORDER traversal!
"
202,202,30,0.20340000092983246,"graph, name, number, edge, vertex, undirected, want, however, direct, main",12,0.0737999975681305,"hash, element, table, bucket, use, function, result, find, close, key",43,0.024000000208616257,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['give', 'graph', 'many', 'path', 'length', 'less', 'vertex']","Given this graph:How many paths of length 2 or less are there from vertex C to F?
"
203,203,58,0.33640000224113464,"for, int, follow, time, complexity, run, if, give, code, return",43,0.011500000022351742,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",5,0.01140000019222498,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['follow', 'code', 'for', 'int', 'for', 'int', 'for', 'for', 'int']","What is the runtime of the following code ?for (int i=1; i<n; i=i*2) System.out.println(“hello”);for (int j=1; j<m; j++) for (int k=1; k<10; k++) for (int l=1; l<j; j++) System.out.println(“CM20254”);
"
204,204,34,0.16779999434947968,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.05909999832510948,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",13,0.014100000262260437,"teach, exception, memory, mind, generally, define, single, course, description, dense","['correct', 'description', 'pre', 'order', 'traversal']","Which algorithm is the correct description of pre-order traversal
"
205,205,30,0.06080000102519989,"graph, name, number, edge, vertex, undirected, want, however, direct, main",40,0.05860000103712082,"index, represent, final, representation, apart, dictating, calculateand, parent, boat, bucketseg",43,0.05530000105500221,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'graph', 'representation']","Which of the following is a graph representation?
"
206,206,38,0.24469999969005585,"definition, precision, factor, incorrect, accuracy, difference, theload, full, important, treebinary",5,0.07680000364780426,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",43,0.04439999908208847,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['accuracy', 'precision', 'important', 'factor', 'consider', 'take', 'datum', 'correct', 'definition', 'accuracy', 'precision']","Accuracy and precision are two important factors to consider when taking data measurements.What are the correct definitions of accuracy and precision?
"
207,207,12,0.1898999959230423,"hash, element, table, bucket, use, function, result, find, close, key",25,0.013700000010430813,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist",15,0.013700000010430813,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist","['calculate', 'load', 'hash', 'table']","What is the formula to calculate the load on a hash table?
"
208,208,8,0.1331000030040741,"list, link, array, item, would, remove, front, faster, middle, new",43,0.05350000038743019,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",58,0.05339999869465828,"for, int, follow, time, complexity, run, if, give, code, return","['answer', 'always', 'true', 'for', 'link', 'list']","Which answer is always TRUE for Linked Lists?
"
209,209,12,0.24770000576972961,"hash, element, table, bucket, use, function, result, find, close, key",31,0.2061000019311905,"lane, skip, pass, skiplist, change, combined, organise, sum, ask, pointer",26,0.012600000016391277,"need, number, must, real, company, system, create, large, allow, quick","['management', 'ask', 'change', 'close', 'open', 'currently', 'change', 'average', 'number', 'step', 'find', 'bucket', 'change', 'close', 'positive']","Management has asked you to change a closed hashtable to an open hashtable. It currently has a load factor of 0.75.What is the change in the average number of steps to find a bucket after you change the hashtable?Answer is: open av. - closed av, can be positive or negative
"
210,210,58,0.148499995470047,"for, int, follow, time, complexity, run, if, give, code, return",4,0.017799999564886093,"complexity, time, large, case, slowest, log, na, number, arrange, average",5,0.015399999916553497,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['asymptotic', 'time', 'complexity']","An algorithm has runtime, what is the asymptotic time complexity of this algorithm?
"
211,211,34,0.06400000303983688,"tree, order, binary, node, search, follow, avl, traversal, type, number",50,0.058800000697374344,"base, define, faster, digits, basis, rsa, encryption, respective, become, digit",31,0.015599999576807022,"lane, skip, pass, skiplist, change, combined, organise, sum, ask, pointer","['define', 'tree']","Define what a leaf node in a tree is.
"
212,212,14,0.16130000352859497,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",4,0.053599998354911804,"complexity, time, large, case, slowest, log, na, number, arrange, average",34,0.05050000175833702,"tree, order, binary, node, search, follow, avl, traversal, type, number","['order', 'complexitie', 'low', 'high', 'growth', 'rate', 'log']","Order the complexities from lowest to highest growth rate:a = log(n)b = n log (n)c = (log(n))^2d = sqrt(n)e = 2^nf = n^3g = n
"
213,213,34,0.14720000326633453,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.017400000244379044,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",5,0.015399999916553497,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['follow', 'avl', 'tree']","Which of the following is an AVL Tree:
"
214,214,34,0.2822999954223633,"tree, order, binary, node, search, follow, avl, traversal, type, number",12,0.012799999676644802,"hash, element, table, bucket, use, function, result, find, close, key",43,0.01269999984651804,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['insert', 'follow', 'number', 'avl', 'tree', 'order', 'tree']","Insert the following numbers lexicographically in an AVL tree: {5,20,8,9,3,11,4,65,85,35,15,1}.What is the in-order transversal of the tree?
"
215,215,4,0.36000001430511475,"complexity, time, large, case, slowest, log, na, number, arrange, average",1,0.1720999926328659,"datum, store, structure, add, right, remove, data, leave, use, follow",26,0.0794999971985817,"need, number, must, real, company, system, create, large, allow, quick","['task', 'organize', 'store', 'book', 'available', 'library', 'use', 'isbn', 'number', 'assume', 'copy', 'book', 'own', 'library', 'datum', 'structure', 'complete', 'tasksome', 'key', 'consideration', 'must', 'able', 'remove', 'add', 'book', 'neededlookup', 'time', 'must', 'short', 'possiblespace', 'issuebook', 'need', 'sort', 'merely', 'store', 'retrieve']","You have been tasked with organizing and storing the books available in a library using their ISBN number. Assuming there is only one copy of any book owned by the library, what data structure should you use to complete your task?Some key considerations:You must be able to remove and add books as neededLookup times must be as short as possibleSpace is not an issueBooks do not need to be sorted, merely stored and retrieved
"
216,216,4,0.11330000311136246,"complexity, time, large, case, slowest, log, na, number, arrange, average",26,0.07150000333786011,"need, number, must, real, company, system, create, large, allow, quick",17,0.06769999861717224,"big, notation, assume, comparison, merge, omega, theta, off, transitivity, convert","['log', 'minimum', 'number', 'comparison', 'need', 'sort', 'item']","log212! = 28.8355. What is the minimum number of comparisons needed to sort 12 items?
"
217,217,3,0.24629999697208405,"method, call, always, line, note, deleting, already, term, null, doessomethe",58,0.14079999923706055,"for, int, follow, time, complexity, run, if, give, code, return",34,0.10530000180006027,"tree, order, binary, node, search, follow, avl, traversal, type, number","['give', 'link', 'list', 'purpose', 'follow', 'method', 'if', 'method', 'call', 'doessomethe', 'head', 'public', 'void', 'doessomethe', 'node', 'node', 'if', 'node', 'null', 'return', 'doessomethe', 'nodenext', 'nodevalue']","Given a Linked List, what is the purpose of the following method, if the method call is doesSomething(head):public void doesSomething(Node node) {if(node== null)return;doesSomething(node.next);System.out.println(node.value);}
"
