,Document_No,Dominant_Topic_1,Perc_Contribution_1,Topic_Keywords_1,Dominant_Topic_2,Perc_Contribution_2,Topic_Keywords_2,Dominant_Topic_3,Perc_Contribution_3,Topic_Keywords_3,Text,Question
121,121,14,0.23980000615119934,"tree, binary, order, node, leave, right, follow, avl, search, traversal",55,0.05400000140070915,"datum, search, structure, remove, data, list, store, want, add, use",11,0.013500000350177288,"complete, digit, count, least, significant, digits, basis, position, share, counting","['if', 'binary', 'tree', 'label', 'complete', 'binary', 'tree']","Which, if any, of the Binary Trees labelled A-H is a complete binary tree?
   B and C
 "
122,122,14,0.30070000886917114,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.013700000010430813,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.012000000104308128,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['processing', 'follow', 'tree', 'post', 'order', 'give', 'outcome', 'dfgbeca']","Processing the following tree in post-order gives which outcome?
DFGBECA
    "
123,123,14,0.20360000431537628,"tree, binary, order, node, leave, right, follow, avl, search, traversal",29,0.05009999871253967,"find, number, step, item, average, many, index, table, insert, hash",32,0.049300000071525574,"log, base, bottom, many, become, simplify, less, allow, level, multiple","['need', 'rotate', 'follow', 'avl', 'tree', 'become', 'balanced']","Which node needs to be rotated in the following AVL tree to become balanced: 25 / \ 20 30 / \ \10 22 40 \ 50
  30
  "
124,124,56,0.19910000264644623,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",46,0.15240000188350677,"go, likely, stand, adventure, sven, configuration, must, boat, looping, amount",44,0.06639999896287918,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na","['stand', 'bad', 'configuration', 'must', 'order', 'sven', 'go', 'adventure', 'sort', 'sort', 'least', 'amount', 'time', 'merge']","Kristoff has 9823598273 reindeer. The reindeer are stood in the worst configuration. He must order his reindeer before he and Sven can go on an adventure, which sort should he use to sort them in the least amount of time?
 Merge sort
   "
125,125,56,0.21170000731945038,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",0,0.11079999804496765,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",40,0.07090000063180923,"array, slow, problem, may, random, element, access, integer, anywhere, face","['consider', 'array', 'use', 'bubble', 'sort', 'many', 'pass', 'array', 'require', 'sort', 'low', 'highestnote', 'include', 'final', 'pass', 'confirm', 'correct', 'order']","Consider the array: 4, 1, 3, 2, 5.Using Bubble sort, how many passes through the array are required to sort it from lowest to highest?Note: not including a final pass to confirm correct order.
 2
   "
126,126,16,0.32420000433921814,"for, follow, time, complexity, true, give, statement, function, correct, run",44,0.04560000076889992,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na",56,0.011500000022351742,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['consider', 'follow', 'time', 'complexity', 'for', 'input', 'asymptotic', 'time', 'complexity', 'function']","Consider an algorithm with the following time complexity for an input n:What is the asymptotic time complexity of this function?
 
   "
127,127,9,0.22699999809265137,"visit, look_like, car, company, manufacture, state, define, previously, hit, dead",25,0.07680000364780426,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional",24,0.07249999791383743,"hash, element, table, bucket, use, function, close, key, store, insert","['define', 'move', 'forward', 'hit', 'dead', 'end', 'previously', 'visit', 'vertex', 'backtracking', 'find', 'path']","Depth-first Traversal is defined by:
  Moving forward until you hit a dead end or previously visited vertex, then backtracking to find another path.
  "
128,128,56,0.17139999568462372,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.09040000289678574,"for, follow, time, complexity, true, give, statement, function, correct, run",24,0.013799999840557575,"hash, element, table, bucket, use, function, close, key, store, insert","['type', 'sort', 'use', 'pivot', 'partition', 'none']","Which type of sort uses pivots and partitions?
     None of the above.
"
129,129,39,0.3082999885082245,"node, sub, process, next, link, current, element, list, object, pointer",56,0.013500000350177288,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",24,0.012500000186264515,"hash, element, table, bucket, use, function, close, key, store, insert","['singly', 'link', 'list', 'pointer', 'next', 'element', 'current', 'node']","What is stored in each node of a singly linked list?
   A pointer to the next node and the element in the current node.
 "
130,130,25,0.21379999816417694,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional",16,0.07479999959468842,"for, follow, time, complexity, true, give, statement, function, correct, run",14,0.06279999762773514,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['for', 'graph', 'follow', 'path', 'length', 'traversable', 'way', 'length', 'node']","For the graph with the following path lengths, which are traversable both ways:A<->B 2A<->C 3B<->C 6B<->E 4C<->D 8D<->E 2D<->F 1E<->F 4What is the length of the shortest path between Nodes A and F?
  9
  "
131,131,14,0.21629999577999115,"tree, binary, order, node, leave, right, follow, avl, search, traversal",53,0.1290999948978424,"mean, new, mistake, county, send, teach, late, limited, incorrectly, incredibly",28,0.11749999970197678,"child, add, non, cause, leaf, full, slow, sift, treechild, nodeleaf","['give', 'follow', 'integer', 'binary', 'search', 'tree', 'new', 'element', 'insert', 'orderfor', 'new', 'element', 'node', 'new', 'element', 'child', 'offor', 'example', 'would', 'mean', 'child', 'child', 'child']","Given the following integer binary search tree, three new elements 12, 8 and 5 are inserted in that order.For each new element which node is each of the new elements a child of?For example, ""4, 49, 2"" would mean that 12 is a child of 4, 8 is a child of 49 and 5 is a child of 2.
  6, 12, 6
  "
132,132,0,0.22349999845027924,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",25,0.04919999837875366,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional",16,0.04500000178813934,"for, follow, time, complexity, true, give, statement, function, correct, run","['follow', 'start', 'end', 'point', 'route', 'edge', 'apart', 'start', 'cend']","A graph has the following adjacency matrix. Which are the only start and end points with 2 routes that are 3 edges apart? a b c da | 0 0 0 1 |b | 0 0 1 0 |c | 1 1 0 1 |d | 0 1 0 0 |
     Start: CEnd: B
"
133,133,14,0.23330000042915344,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.06369999796152115,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.012400000356137753,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['follow', 'avl', 'tree', 'true', 'balanced', 'avl', 'tree']","Which of the following about AVL trees is not true?
   This is not a balanced AVL tree:
 "
134,134,56,0.2623000144958496,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",3,0.0835999995470047,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly",16,0.013299999758601189,"for, follow, time, complexity, true, give, statement, function, correct, run","['follow', 'sort', 'algorithm', 'fastest', 'good', 'case', 'time', 'complexity', 'insertion']","Which of the following sorting algorithms has the fastest best case time complexity?
Insertion Sort
    "
135,135,56,0.27079999446868896,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",29,0.11779999732971191,"find, number, step, item, average, many, index, table, insert, hash",44,0.011800000444054604,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na","['number', 'swap', 'need', 'swap', 'list', 'number', 'ascend', 'order', 'use', 'bubble', 'sort']","What is the number of swaps needed to swap this list of numbers:8, 22, 7, 9, 31, 5, 13 in ascending order using bubble sort?
   10
 "
136,136,16,0.1096000000834465,"for, follow, time, complexity, true, give, statement, function, correct, run",32,0.057999998331069946,"log, base, bottom, many, become, simplify, less, allow, level, multiple",49,0.048900000751018524,"int, result, return, term, many, num, body, function, heap, count","['follow', 'int', 'while', 'log']","What is the time complexity of the following algorithm?int m = 0;int i = n;while (i > 0) { m = m + 2i; i = i / 2;}
  O(log n)
  "
137,137,42,0.1965000033378601,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",16,0.17550000548362732,"for, follow, time, complexity, true, give, statement, function, correct, run",44,0.043800000101327896,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na","['follow', 'estimation', 'complexity', 'suitable', 'for', 'theunder', 'estimationof', 'time', 'size', 'complexity', 'big', 'omega']","Which of the following estimations of complexity is most suitable for theunder-estimationof time/size complexity?
Big Omega (O)
    "
138,138,56,0.22460000216960907,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",44,0.013299999758601189,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na",16,0.013199999928474426,"for, follow, time, complexity, true, give, statement, function, correct, run","['sort', 'algorithm', 'stable', 'merge', 'sort']","Which of these sorting algorithms is stable
 Merge Sort
   "
139,139,14,0.1817999929189682,"tree, binary, order, node, leave, right, follow, avl, search, traversal",49,0.05550000071525574,"int, result, return, term, many, num, body, function, heap, count",56,0.013299999758601189,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['result', 'pre', 'order', 'traversal', 'tree']","What is the result of pre-order traversal of this tree?
  S T U V Z X Y W
  "
140,140,56,0.1542000025510788,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",55,0.11789999902248383,"datum, search, structure, remove, data, list, store, want, add, use",49,0.0723000019788742,"int, result, return, term, many, num, body, function, heap, count","['suppose', 'independent', 'follow', 'good', 'describe', 'phrase', 'use', 'specific', 'definition', 'data', 'structure', 'term', 'memory', 'size', 'function', 'may', 'run', 'many', 'device', 'possible']","Java is supposed to be ""design-independent"", which of the following best describes this phrase?
 It uses specific definitions of data structures (in terms of memory size and functions) so it may run on as many devices as possible.
   "
141,141,29,0.16949999332427979,"find, number, step, item, average, many, index, table, insert, hash",14,0.11599999666213989,"tree, binary, order, node, leave, right, follow, avl, search, traversal",32,0.045899998396635056,"log, base, bottom, many, become, simplify, less, allow, level, multiple","['perform', 'bst', 'search', 'value', 'average', 'many', 'step', 'require', 'find', 'value', 'log']","When performing a BST search on N values, on average how many steps are required to find our value?
  ?(log N)
  "
142,142,44,0.35040000081062317,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na",16,0.09560000151395798,"for, follow, time, complexity, true, give, statement, function, correct, run",39,0.03750000149011612,"node, sub, process, next, link, current, element, list, object, pointer","['certain', 'quadratic', 'time', 'algorithm', 'use', 'elementary_operation', 'process', 'input', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A certain quadratic time algorithm uses 50 elementary operations to process an input of size 20. What is the most likely number of elementary operations it will use if given an input of size 2000?
 500000
   "
143,143,29,0.4738999903202057,"find, number, step, item, average, many, index, table, insert, hash",24,0.10090000182390213,"hash, element, table, bucket, use, function, close, key, store, insert",0,0.0,,"['consider', 'closed', 'hash', 'table', 'linear', 'probingcompute', 'average', 'number', 'step', 'take', 'insert', 'item', 'hash', 'table', 'total', 'number', 'available', 'bucket', 'number', 'unused', 'bucket', 'average', 'noof', 'step']","Consider a closed hash table with linear probing.Compute the average number of steps taken to insert an item into a hash table with total number of available buckets being 10,000 and the number of unused buckets being 1,500.
 Average no.of steps ˜ 4
   "
144,144,44,0.31349998712539673,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na",16,0.09910000115633011,"for, follow, time, complexity, true, give, statement, function, correct, run",39,0.03999999910593033,"node, sub, process, next, link, current, element, list, object, pointer","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'aninput', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A quadratic time algorithm uses 50 elementary operations to process aninput of size 10. What is the most likely number of elementary operations it will use if given an input of size 10,000?
   50,000,000
 "
145,145,0,0.3262999951839447,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",14,0.11999999731779099,"tree, binary, order, node, leave, right, follow, avl, search, traversal",29,0.04859999939799309,"find, number, step, item, average, many, index, table, insert, hash","['consider', 'dijkstra', 'find', 'short', 'path', 'node', 'start', 'node', 'follow', 'ordering', 'node', 'could', 'use', 'dijkstra', 'short', 'path', 'start', 'start', 'start', 'end']","Consider graph F. Assume that we use Dijkstra's algorithm to find shortest paths from node START to any other node in F. Which of the following orderings on the nodes of F could be used by Dijkstra's algorithm to compute the shortest paths that start at START?
  START,3,2,4,END,1
  "
146,146,29,0.23080000281333923,"find, number, step, item, average, many, index, table, insert, hash",24,0.21610000729560852,"hash, element, table, bucket, use, function, close, key, store, insert",0,0.0,,"['if', 'open', 'hash', 'table', 'key', 'insert', 'bucket', 'average', 'number', 'step', 'take', 'find', 'element', 'table']","If we have an open hash table with 10 keys inserted and 20 buckets, what is the average number of steps taken to find an element in the table?
 1.25
   "
147,147,37,0.1356000006198883,"sum, codepublic, op, fibonacci, thecounte, alength, elementary_operation, looping, else, letf",49,0.10899999737739563,"int, result, return, term, many, num, body, function, heap, count",16,0.10329999774694443,"for, follow, time, complexity, true, give, statement, function, correct, run","['average', 'time', 'complexity', 'codepublic', 'fibonacci', 'int', 'if', 'return', 'else', 'return', 'fibonacci', 'fibonacci']","what is the average time complexity of this code?public int fibonacci(int x){ if (x<=1){ return x; } else{ return fibonacci(x-2)+ fibonacci(x-1); }}
 O(2^n)
   "
148,148,16,0.09390000253915787,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.06859999895095825,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",4,0.014499999582767487,"looping, letf, invent, queue, default, dump, bsta, legal, mergesort, worst_case","['complexity', 'shell', 'none']","What is the worst case complexity of shell sort?
     None of the above
"
149,149,14,0.5554999709129333,"tree, binary, order, node, leave, right, follow, avl, search, traversal",55,0.05429999902844429,"datum, search, structure, remove, data, list, store, want, add, use",24,0.04019999876618385,"hash, element, table, bucket, use, function, close, key, store, insert","['use', 'follow', 'binary', 'search', 'tree', 'sort', 'alphabetically', 'order', 'store', 'car', 'name', 'order', 'increase', 'name', 'efficiency', 'avl', 'tree', 'however', 'want', 'insert', 'datatherefore', 'choose', 'carry', 'rotation', 'get', 'valid', 'avl', 'minimun', 'number', 'rotation', 'must', 'carry', 'produce', 'valid', 'avl', 'tree', 'right', 'rotate', 'leave', 'rotate']","Honda uses the following binary search tree (sorted alphabetically) in order to store their car names: Amaze / \Accord Jazz / Grace / \ Brio InsightIn order to increase naming efficiency, they wish to convert this into an AVL tree, however do not want to re-insert all of the data.Therefore they choose to carry out 'rotations' to get a valid AVL tree.What is the minimun number of each rotation that must be carried out to produce a valid AVL tree?
1 Right Rotate, 1 Left Rotate
    "
150,150,56,0.3693000078201294,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",24,0.0714000016450882,"hash, element, table, bucket, use, function, close, key, store, insert",16,0.05649999901652336,"for, follow, time, complexity, true, give, statement, function, correct, run","['consider', 'list', 'if', 'begin', 'sort', 'list', 'order', 'low', 'high', 'value', 'use', 'selection', 'sort', 'order', 'element', 'first', 'swap']","Consider the list [420, 69, 80085, 21, 666, 1337].If you begin to sort the list so that it will be ordered from lowest to highest value using selection sort, what order will the elements be in after the first two swaps?
   [21, 69, 420, 80085, 666, 1337]
 "
151,151,55,0.22630000114440918,"datum, search, structure, remove, data, list, store, want, add, use",16,0.12189999967813492,"for, follow, time, complexity, true, give, statement, function, correct, run",29,0.07670000195503235,"find, number, step, item, average, many, index, table, insert, hash","['give', 'list', 'unordere', 'unbounded', 'integer', 'task', 'find', 'small', 'value', 'present', 'list', 'method', 'provide', 'low', 'average', 'time', 'complexity', 'complete', 'task', 'linear', 'search']","Given a list of unordered, unbounded, integers, and the task of finding the smallest value present in the list, what method provides the lowest average time complexity to complete the task?
   Linear Search
 "
152,152,55,0.2142000049352646,"datum, search, structure, remove, data, list, store, want, add, use",14,0.18410000205039978,"tree, binary, order, node, leave, right, follow, avl, search, traversal",28,0.16120000183582306,"child, add, non, cause, leaf, full, slow, sift, treechild, nodeleaf","['unordere', 'list', 'family', 'relative', 'name', 'want', 'put', 'non', 'avl', 'correct', 'add', 'tree', 'add', 'sorted', 'list', 'tree', 'cause', 'tree', 'lopside', 'therefore', 'slow', 'linear', 'search', 'search']","Johnny Jones has a unordered list of twenty family relatives' names that he wants to put into a non-AVL tree.Which is the correct reason as to why Johnny should not sort the list before adding them to the tree?
  Because adding a sorted list to the tree will cause the tree to be lopsided and therefore as slow as linear search to search.
  "
153,153,56,0.24660000205039978,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",6,0.050999999046325684,"code, fragment, runtime, get, void, position, if, nodenext, method, correctly",49,0.05079999938607216,"int, result, return, term, many, num, body, function, heap, count","['consider', 'stable', 'algorithm', 'equal', 'term', 'stay', 'relative', 'position', 'sort']","What algorithm is considered a ""stable"" algorithm?
   Equal terms stay in their relative positions after sorting
 "
154,154,25,0.21080000698566437,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional",16,0.058400001376867294,"for, follow, time, complexity, true, give, statement, function, correct, run",29,0.05820000171661377,"find, number, step, item, average, many, index, table, insert, hash","['consider', 'follow', 'graph', 'multiply', 'resultant', 'represent', 'result', 'matrix', 'show', 'vertex', 'edge']","Consider the following graph and it's adjacency matrix M:When an adjacency matrix is multiplied by itself (i.e. M * M = ?) what does the resultant matrix represent?
 The resulting matrix shows which vertices are two edges from each other.
   "
155,155,55,0.2451999932527542,"datum, search, structure, remove, data, list, store, want, add, use",25,0.05820000171661377,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional",39,0.05389999970793724,"node, sub, process, next, link, current, element, list, object, pointer","['give', 'graph', 'adjacency', 'list', 'form', 'use', 'combination', 'datum', 'structure', 'algorithm', 'efficiently', 'find', 'short', 'distance', 'node']","Given a graph in adjacency list form, using what combination of data structure and algorithm can we efficiently find the shortest distance between two nodes.
   Min Heap and Dijkstra's Algorithm
 "
156,156,56,0.22429999709129333,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",44,0.013299999758601189,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na",16,0.013199999928474426,"for, follow, time, complexity, true, give, statement, function, correct, run","['sort', 'algorithm', 'unstable', 'quick', 'sort']","Which of these sorting algorithms is unstable?
 Quick sort
   "
157,157,16,0.06360000371932983,"for, follow, time, complexity, true, give, statement, function, correct, run",24,0.06310000270605087,"hash, element, table, bucket, use, function, close, key, store, insert",35,0.01510000042617321,"number, people, real, create, would, say, quickly, company, change, friend","['calculate', 'for']","Calculate x for:
   2
 "
158,158,29,0.30970001220703125,"find, number, step, item, average, many, index, table, insert, hash",24,0.15389999747276306,"hash, element, table, bucket, use, function, close, key, store, insert",0,0.0,,"['calculate', 'average', 'number', 'step', 'take', 'find', 'insert', 'item', 'closed', 'hash', 'table', 'number', 'key', 'number', 'bucket']","Calculate the average number of steps taken to find/insert an item into this closed hash table:Number of keys= 3500 Number of Buckets=15750
  1.42
  "
159,159,56,0.23819999396800995,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",39,0.11710000038146973,"node, sub, process, next, link, current, element, list, object, pointer",24,0.061799999326467514,"hash, element, table, bucket, use, function, close, key, store, insert","['singly', 'link', 'list', 'without', 'tail', 'reference', 'time', 'complexity', 'add', 'element', 'end', 'list']","In a singly linked list without a tail reference, what is the time complexity of adding an element to the end of the list?
 T(n)
   "
160,160,14,0.13689999282360077,"tree, binary, order, node, leave, right, follow, avl, search, traversal",56,0.1145000010728836,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",24,0.051100000739097595,"hash, element, table, bucket, use, function, close, key, store, insert","['unstable', 'sort', 'output', 'item', 'value', 'different', 'order', 'way', 'input']","Define an unstable sorting algorithm
 An algorithm that outputs two items with the same value in a different order to the way they were input
   "
161,161,24,0.1559000015258789,"hash, element, table, bucket, use, function, close, key, store, insert",56,0.0908999964594841,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",55,0.07249999791383743,"datum, search, structure, remove, data, list, store, want, add, use","['open', 'hash', 'table', 'type', 'datum', 'bucket', 'point', 'link', 'list']","In an Open Hash Table, what type of data structure does each array bucket point to?
 Linked List
   "
162,162,44,0.11680000275373459,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na",35,0.06340000033378601,"number, people, real, create, would, say, quickly, company, change, friend",25,0.05719999969005585,"graph, edge, vertex, method, undirected, direct, main, direction, undirecte, directional","['dijkstra', 'algorithm', 'number', 'vertice', 'number', 'edge']","What is the time complexity of Dijkstra's Algorithm? (v is the number of vertices, e is the number of edges)
   ?(v2)
 "
163,163,0,0.016699999570846558,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",1,0.016699999570846558,"measurement, select, precision, option, accuracy, value, close, mathematical, technique, difference",2,0.016699999570846558,"require, comparison, estimate, nee, minimum, identify, aka, clockwise, complexityo, outside",[],"What is 2^35 mod 7?
4
    "
164,164,13,0.27570000290870667,"second, take, record, long, run, expect, likely, question, information, implementation",56,0.10939999669790268,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.05380000174045563,"for, follow, time, complexity, true, give, statement, function, correct, run","['implementation', 'run', 'for', 'second', 'sort', 'list', 'recordshow', 'long', 'likely', 'run', 'sort', 'record', 'second']","An implementation of insertion sort runs for 10 seconds to sort a list of 10^8 records.How long will it likely run to sort 10^9 records?
     1000 seconds
"
165,165,14,0.4025000035762787,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.04050000011920929,"for, follow, time, complexity, true, give, statement, function, correct, run",17,0.009999999776482582,"lane, skip, skiplist, combined, sum, organise, difference, many, exactly, assign","['avl', 'tree', 'self', 'balance', 'binary', 'search', 'tree', 'difference', 'height', 'leave', 'right', 'can', 'for', 'node']","What is the definition of an AVL tree?
 A self-balancing Binary Search Tree where the difference between heights of left and right subtrees cannot be more than one for all nodes.
   "
166,166,16,0.24529999494552612,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.013199999928474426,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",14,0.013000000268220901,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['consider', 'follow', 'function', 'nselect', 'true', 'statement']","Consider the following functions:f(n) = 5n^2 , g(n) = 10n^2 and h(n) = 10^nSelect the true statement below:
  g is ?(f), h is O(g), and f is O(h)
  "
167,167,52,0.21230000257492065,"show, factor, prime, distribute, uniformly, distribution, improve, increase, reduce, advice",24,0.08910000324249268,"hash, element, table, bucket, use, function, close, key, store, insert",14,0.06620000302791595,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['follow', 'valid', 'advice', 'hash', 'password', 'salt', 'hash', 'username', 'password', 'together']","Which of the following is valid advice when hashing passwords.
  Salt your hash by hashing the username and the password together.
  "
168,168,56,0.10980000346899033,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.10109999775886536,"for, follow, time, complexity, true, give, statement, function, correct, run",55,0.05649999901652336,"datum, search, structure, remove, data, list, store, want, add, use","['average', 'time', 'complexity', 'for', 'search', 'skip', 'list']","What is the average time complexity for searching in a Skip List?
   T(log(n))
 "
169,169,24,0.45559999346733093,"hash, element, table, bucket, use, function, close, key, store, insert",49,0.038100000470876694,"int, result, return, term, many, num, body, function, heap, count",0,0.0,,"['closed', 'hash', 'table', 'linear_probing', 'use', 'function', 'hash', 'function', 'slot', 'element', 'insert', 'hash', 'table', 'order', 'result', 'hash', 'table']","A closed Hash-table with linear probing uses the function h(x) = x % 5 as a hash function and has slots 0,1,2,3,4.When the elements, (13, 4, 19, 5, 27), are inserted into the Hash-table in order, what is the resulting Hash-table?
19, 5, 27, 13, 4
    "
170,170,0,0.016699999570846558,"pass, point, start, book, page, short, similar, look, dijkstra, repeat",1,0.016699999570846558,"measurement, select, precision, option, accuracy, value, close, mathematical, technique, difference",2,0.016699999570846558,"require, comparison, estimate, nee, minimum, identify, aka, clockwise, complexityo, outside",[],"What is the shortest path from u to z?
   3
 "
171,171,14,0.24740000069141388,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.013399999588727951,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.013000000268220901,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['follow', 'binary', 'tree', 'valid', 'avl', 'treesa']","Which of the following binary trees are valid AVL trees.A: 20 / \ 8 22 / / \ 4 21 40/3B: 20 / \ 25 15C: 20 / \ 8 22 / \ 5 21D: 20 / \ 8 22
     D only
"
172,172,56,0.16830000281333923,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.08009999990463257,"for, follow, time, complexity, true, give, statement, function, correct, run",3,0.047600001096725464,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly","['insertion', 'good', 'case', 'for', 'time', 'complexity', 'datum', 'already', 'sort']","What is insertion sort's best case for time complexity?
     O(n) when data is already sorted
"
173,173,3,0.19050000607967377,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly",56,0.12399999797344208,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",29,0.013799999840557575,"find, number, step, item, average, many, index, table, insert, hash","['sort', 'good', 'fit', 'description', 'stableb', 'case', 'average', 'case']","Which sorting algorithm best fits this description:StableBest case : (n log n)Average case: (n log n)Worst case: (n log n)
   Merge sort
 "
174,174,49,0.21150000393390656,"int, result, return, term, many, num, body, function, heap, count",16,0.17430000007152557,"for, follow, time, complexity, true, give, statement, function, correct, run",32,0.040300000458955765,"log, base, bottom, many, become, simplify, less, allow, level, multiple","['runtime', 'complexity', 'for', 'int', 'test', 'int', 'for', 'for', 'int', 'test', 'for', 'int', 'test', 'log']","What is the runtime complexity for this code?for (int i=1; i<n; i++) System.out.println(“test”);int y = n;for (int j=1; j<n; j++) for (int k=1; k<y; k++) System.out.println(“test2”); y = y/2; for(int x = 10; x > 0, x = x-1) System.out.println(""test3"");
  (n log n)
  "
175,175,56,0.4657999873161316,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.014100000262260437,"for, follow, time, complexity, true, give, statement, function, correct, run",0,0.0,,"['follow', 'statement', 'sort', 'algorithm', 'false', 'merge', 'sort', 'insertion', 'sort', 'bubble', 'sort', 'quick', 'sort', 'stable', 'sort', 'algorithm']","Which of the following statements about sorting algorithms is false?
   The merge sort, insertion sort, bubble sort, and quick sort are all stable sorting algorithms.
 "
176,176,56,0.3718000054359436,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",14,0.08269999921321869,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.04430000111460686,"for, follow, time, complexity, true, give, statement, function, correct, run","['follow', 'list', 'sort', 'first', 'letter', 'sort', 'produce', 'follow', 'output', 'property', 'guarantee', 'true', 'sort', 'algorithm', 'use', 'use', 'unstable']","The following list is being sorted by first letter only:hondahalloumibeeThe sorting algorithm produces the following output:beehalloumihondaWhat property is guaranteed to be true about the sorting algorithm used?
 The algorithm used was unstable
   "
177,177,14,0.14949999749660492,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.016599999740719795,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.015300000086426735,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['follow', 'tree', 'balanced']","What will the following tree look like after being balanced?4 2 1 0 -1 3 6 5 7
 4 2 0 -1 1 3 6 5 7
   "
178,178,14,0.3643999993801117,"tree, binary, order, node, leave, right, follow, avl, search, traversal",29,0.05119999870657921,"find, number, step, item, average, many, index, table, insert, hash",52,0.039400000125169754,"show, factor, prime, distribute, uniformly, distribution, improve, increase, reduce, advice","['show', 'binary', 'search', 'tree', 'represent', 'value', 'node', 'tree', 'if', 'value', 'insert', 'order', 'would', 'value']","Below shows a binary search tree where V represents the values of each node in the tree. If the values had been inserted in the order 11, 4, 16, 2, 14, 19, 9, 3, 17, 12, 1, 15, 27, 10, 7 what would the value of X (in diagram) be? V V V V V V VV V V V X V V V
   12
 "
179,179,14,0.35519999265670776,"tree, binary, order, node, leave, right, follow, avl, search, traversal",53,0.03269999846816063,"mean, new, mistake, county, send, teach, late, limited, incorrectly, incredibly",16,0.011099999770522118,"for, follow, time, complexity, true, give, statement, function, correct, run","['consider', 'follow', 'binary', 'tree', 'traversal', 'traversal', 'node', 'print', 'late', 'post', 'order']","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
  Post-Order
  "
