,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
179,179,31.0,0.22630000114440918,"tree, node, binary, follow, avl, traversal, order, search, number, root","['consider', 'follow', 'binary', 'tree', 'traversal', 'traversal', 'node', 'print', 'late']","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
"
180,180,44.0,0.13750000298023224,"correct, slow, may, different, bound, expression, reason, evaluate, key, fibonacci","['follow', 'arithmetic', 'expression', 'tree', 'evaluate']","What does the following arithmetic expression tree evaluate to? / \- +/ \ / \8 2 1 2
"
181,181,29.0,0.39890000224113464,"hash, table, function, number, bucket, find, use, close, step, insert","['standard', 'closed', 'hash', 'table', 'linear_probing', 'function', 'wish', 'put', 'follow', 'element', 'exact', 'order', 'table', 'afterwards']","I have a standard closed hash table with linear probing, with the function h(x) = x % 7. I wish to put the following elements: 10, 3, 11, 20, 21, 22, 8 (in that exact order). What does the table look like afterwards?
"
182,182,32.0,0.06340000033378601,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['asymptotic', 'high']","Which Asymptotic Complexity has the highest growth rate:
"
183,183,53.0,0.32170000672340393,"need, company, for, real, system, large, tell, entry, priority, find","['large', 'company', 'look', 'store', 'employee', 'would', 'number', 'open', 'hash', 'table', 'currently', 'employee', 'however', 'would', 'like', 'future', 'proof', 'system', 'design', 'system', 'for', 'capacity', 'would', 'like', 'perform', 'operation', 'certain', 'id', 'average', 'number', 'step', 'many', 'bucket', 'would', 'hash', 'table', 'require', 'fit', 'specification']","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
"
184,184,31.0,0.24480000138282776,"tree, node, binary, follow, avl, traversal, order, search, number, root","['minimum', 'number', 'node', 'nee', 'add', 'empty', 'avl', 'tree', 'order', 'for', 'depth']","What is the minimum number of nodes I need to add to an empty AVL tree in order for it to have a depth of 3?
"
185,185,39.0,0.21629999577999115,"first, full, town, work, access, part, last, anywhere, remove, face","['binary', 'tree', 'level', 'full', 'exceptfor', 'last', 'level', 'half', 'full', 'manynode']","A binary tree has six levels, and all are full exceptfor the last level, which is only half full. How manynodes does it have?
"
186,186,11.0,0.4634999930858612,"search, binary, list, name, find, however, average, skip, suppose, interpolation","['task', 'build', 'probabilistic', 'skip', 'list', 'many', 'lane', 'skip', 'list', 'if', 'skip', 'list', 'lane', 'label', 'lane', 'assign', 'label', 'lane']","You have been tasked with building a probabilistic Skip list with 1,048,576 nodes.How many lanes will the skip list have? i.e.( if a skip list has lanes labeled ""lane 0"",lane 1"" & ""lane 2"" it has 3 lanes).What is the probability that a node will be assigned to the lane labeled ""lane 15""?
"
187,187,47.0,0.15039999783039093,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['follow', 'sort', 'algorithm', 'large', 'good', 'time', 'complexity', 'ie', 'large', 'good', 'case']","Which of the following sorting algorithms has the largest best time complexity, i.e. the largest O(n) in the best case:
"
188,188,29.0,0.18870000541210175,"hash, table, function, number, bucket, find, use, close, step, insert","['give', 'hash', 'function', 'for', 'follow', 'input', 'statement', 'true', 'for', 'input', 'use', 'open', 'hashing']","Given the hash function f(x) = x % 10, for the following input (1234,60,1264,3456,638,3666,349,201,470,1000,84,3), which statement is true for this input using open hashing:
"
189,189,12.0,0.5,"datum, structure, item, remove, data, implement, add, fast, follow, make","['implement', 'datum', 'structure', 'insert', 'new', 'item', 'front', 'datum', 'structure', 'do', 'simple', 'step', 'try', 'access', 'th', 'item', 'must', 'pass', 'other', 'first', 'if', 'want', 'remove', 'item', 'remove', 'item', 'step', 'find', 'previous', 'pointer', 'data', 'structure', 'implement']","You are implementing a data structure. When you insert a new items at the front of data structure, it can be done in just a few simple steps. When you try to access the 1500th item, you must pass through 1499 others first. If you want to remove an item, you can remove any item in just a few steps once you have found it. It does not have a previous pointer. What data structure have you implemented?
"
190,190,29.0,0.4198000133037567,"hash, table, function, number, bucket, find, use, close, step, insert","['draw', 'closed', 'hash', 'table', 'linear_probing', 'size', 'hash', 'function', 'follow', 'element', 'insert', 'hash', 'table', 'correct', 'order', 'element', 'hash', 'table']","Draw a closed hash table with linear probing of size 7. The hash function is h(x) = x % 7.The following elements are inserted into the hash table: 2, 7, 13, 19, 21, 25, 29What is the correct order of the elements now in the hash table?
"
191,191,24.0,0.31459999084472656,"determine, start, want, divide, line, word, weight, grain, need, build","['need', 'search', 'keep', 'divide', 'search', 'area', 'half', 'sorted', 'data', 'arrive', 'word', 'however', 'twist', 'algorithm', 'clever', 'if', 'for', 'example', 'word', 'start', 'start', 'search', 'towards', 'end', 'step', 'take', 'average', 'follow', 'algorithm']","Billy Bob needs to implement a searching algorithm. His algorithm keeps dividing the search area in half (on sorted data) until it arrives at his word. However, there's a twist! The algorithm is very clever, and, if for example the word starts with 'z', it will start searching towards the end. The steps taken by this algorithm is log_base2(log_base2(n)) on average. Which of the following algorithms did Mr. Bob implement?
"
192,192,27.0,0.17520000040531158,"for, follow, int, code, runtime, method, get, correctly, property, class","['give', 'follow', 'for', 'for', 'int', 'love', 'dsa', 'follow', 'follow', 'describe', 'correct', 'time', 'complexity', 'bound']","Given the following algorithm:for(int i = 0; i < n; i++) for(int j = 0; j < n; j++) System.out.println(""I love DSA!!!"");Which of the following following describes the correct time complexity bounds?
"
193,193,35.0,0.18870000541210175,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'stable']","Which of the following sorting algorithms is stable?
"
194,194,35.0,0.18870000541210175,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'stable']","Which of the following sorting algorithms is stable?
"
195,195,47.0,0.09290000051259995,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['good', 'average', 'bad', 'time', 'complexity', 'shell']","What is the best, average and worst time complexity of shell sort?
"
196,196,35.0,0.16329999268054962,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'nlogn']","Which of the following sorting algorithms does not have an average time complexity of nlogn?
"
197,197,49.0,0.24379999935626984,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","['follow', 'ontology', 'language', 'notation', 'commercial', 'support', 'globally']","Which of the following ontology languages and notations has the most commercial support globally?
"
198,198,47.0,0.08560000360012054,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['bad', 'possible', 'time', 'complexity', 'insertion', 'sort', 'list', 'size']","What is the worst possible time complexity of an insertion sort on a list of size n?
"
199,199,41.0,0.1446000039577484,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['look', 'use', 'sort', 'value']","How will the array look after using h-sort with an h-value of 2 on: 5,9,3,7,2
"
200,200,35.0,0.15150000154972076,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'oft', 'nlog', 'space']","Which of the following sorting algorithms has an average time complexity ofT(n)=nlog(n) and space complexityT(n)=n?
"
201,201,31.0,0.3628999888896942,"tree, node, binary, follow, avl, traversal, order, search, number, root","['follow', 'tree', 'legit', 'binary', 'search', 'tree', 'contain', 'number', 'represent', 'pre', 'order', 'traversal']","Which of the following trees is a legit binary search tree containing the numbers (2,7,9,12,18,23,26,37,43,75)? Represented in PRE-ORDER traversal!
"
202,202,48.0,0.20350000262260437,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","['give', 'graph', 'many', 'path', 'length', 'less', 'vertex']","Given this graph:How many paths of length 2 or less are there from vertex C to F?
"
203,203,27.0,0.33480000495910645,"for, follow, int, code, runtime, method, get, correctly, property, class","['follow', 'code', 'for', 'int', 'for', 'int', 'for', 'for', 'int']","What is the runtime of the following code ?for (int i=1; i<n; i=i*2) System.out.println(“hello”);for (int j=1; j<m; j++) for (int k=1; k<10; k++) for (int l=1; l<j; j++) System.out.println(“CM20254”);
"
204,204,31.0,0.13910000026226044,"tree, node, binary, follow, avl, traversal, order, search, number, root","['correct', 'description', 'pre', 'order', 'traversal']","Which algorithm is the correct description of pre-order traversal
"
205,205,48.0,0.06499999761581421,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","['follow', 'graph', 'representation']","Which of the following is a graph representation?
"
206,206,56.0,0.21279999613761902,"measurement, precision, accuracy, factor, important, valueprecision, repeatable, conduct, yield, close","['accuracy', 'precision', 'important', 'factor', 'consider', 'take', 'datum', 'correct', 'definition', 'accuracy', 'precision']","Accuracy and precision are two important factors to consider when taking data measurements.What are the correct definitions of accuracy and precision?
"
207,207,29.0,0.1891999989748001,"hash, table, function, number, bucket, find, use, close, step, insert","['calculate', 'load', 'hash', 'table']","What is the formula to calculate the load on a hash table?
"
208,208,45.0,0.1670999974012375,"list, link, array, follow, middle, insert, faster, would, add, singly","['answer', 'always', 'true', 'for', 'link', 'list']","Which answer is always TRUE for Linked Lists?
"
209,209,29.0,0.24740000069141388,"hash, table, function, number, bucket, find, use, close, step, insert","['management', 'ask', 'change', 'close', 'open', 'currently', 'change', 'average', 'number', 'step', 'find', 'bucket', 'change', 'close', 'positive']","Management has asked you to change a closed hashtable to an open hashtable. It currently has a load factor of 0.75.What is the change in the average number of steps to find a bucket after you change the hashtable?Answer is: open av. - closed av, can be positive or negative
"
210,210,47.0,0.15309999883174896,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['asymptotic', 'time', 'complexity']","An algorithm has runtime, what is the asymptotic time complexity of this algorithm?
"
211,211,31.0,0.06379999965429306,"tree, node, binary, follow, avl, traversal, order, search, number, root","['define', 'tree']","Define what a leaf node in a tree is.
"
212,212,32.0,0.14180000126361847,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['order', 'complexitie', 'low', 'high', 'growth_rate']","Order the complexities from lowest to highest growth rate:a = log(n)b = n log (n)c = (log(n))^2d = sqrt(n)e = 2^nf = n^3g = n
"
213,213,31.0,0.1485999971628189,"tree, node, binary, follow, avl, traversal, order, search, number, root","['follow', 'avl', 'tree']","Which of the following is an AVL Tree:
"
214,214,31.0,0.2806999981403351,"tree, node, binary, follow, avl, traversal, order, search, number, root","['insert', 'follow', 'number', 'avl', 'tree', 'order', 'tree']","Insert the following numbers lexicographically in an AVL tree: {5,20,8,9,3,11,4,65,85,35,15,1}.What is the in-order transversal of the tree?
"
215,215,4.0,0.5113999843597412,"store, must, number, able, book, like, quickly, application, product, could","['task', 'organize', 'store', 'book', 'available', 'library', 'use', 'isbn', 'number', 'assume', 'copy', 'book', 'own', 'library', 'datum', 'structure', 'complete', 'tasksome', 'key', 'consideration', 'must', 'able', 'remove', 'add', 'book', 'neededlookup', 'time', 'must', 'short', 'possiblespace', 'issuebook', 'need', 'sort', 'merely', 'store', 'retrieve']","You have been tasked with organizing and storing the books available in a library using their ISBN number. Assuming there is only one copy of any book owned by the library, what data structure should you use to complete your task?Some key considerations:You must be able to remove and add books as neededLookup times must be as short as possibleSpace is not an issueBooks do not need to be sorted, merely stored and retrieved
"
216,216,7.0,0.08619999885559082,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","['log', 'minimum', 'number', 'comparison', 'need', 'sort', 'item']","log212! = 28.8355. What is the minimum number of comparisons needed to sort 12 items?
"
217,217,27.0,0.3319000005722046,"for, follow, int, code, runtime, method, get, correctly, property, class","['give', 'link', 'list', 'purpose', 'follow', 'method', 'if', 'method', 'call', 'doessomethe', 'head', 'public', 'void', 'doessomethe', 'node', 'node', 'if', 'node', 'null', 'return', 'doessomethe', 'nodenext', 'nodevalue']","Given a Linked List, what is the purpose of the following method, if the method call is doesSomething(head):public void doesSomething(Node node) {if(node== null)return;doesSomething(node.next);System.out.println(node.value);}
"
218,218,30.0,0.2720000147819519,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","['follow', 'text', 'describe', 'type', 'tree', 'traversal', 'process', 'current', 'node', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'sub', 'treewhich', 'follow', 'traversal', 'describe']","The following text describes a type of tree traversal: - Process current node - Process nodes in the left sub-tree - Process nodes in the right sub-treeWhich of the following traversals does the above describe?
"
219,219,31.0,0.31150001287460327,"tree, node, binary, follow, avl, traversal, order, search, number, root","['output', 'pre', 'order', 'avl', 'tree', 'start', 'empty', 'follow', 'element', 'insert', 'order']","What is the output of the pre-order traversal of the AVL tree which started empty and had the following elements inserted in this order:6, 43, 11, 23, 9, 15
"
220,220,48.0,0.2451999932527542,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","['graph', 'edge', 'go', 'vertex', 'specific', 'direction', 'know']","A graph in which all edges go from one vertex to another in a specific direction is known as what?
"
221,221,12.0,0.06350000202655792,"datum, structure, item, remove, data, implement, add, fast, follow, make","['name', 'structure']","Finish the name of this module:Data Structures and _____
"
222,222,12.0,0.06350000202655792,"datum, structure, item, remove, data, implement, add, fast, follow, make","['name', 'structure']","Finish the name of this module:Data Structures and _____
"
223,223,29.0,0.2037999927997589,"hash, table, function, number, bucket, find, use, close, step, insert","['hash', 'table', 'slot', 'many', 'insertion', 'likely', 'ie', 'probability', 'great', 'collision']","In a hash table with 600 slots, after how many insertions is there likely to be (i.e. with probability 0.5 or greater) a collision?
"
224,224,54.0,0.23100000619888306,"go, always, prime, distribution, reduce, collision, stand, little, since, explain","['hash', 'table', 'prime', 'number', 'bucket', 'always', 'increase', 'distribution', 'reduce', 'collision', 'explain']","Do hash tables that use a prime number of buckets always increase distribution and reduce collisions, explain why?
"
225,225,31.0,0.34880000352859497,"tree, node, binary, follow, avl, traversal, order, search, number, root","['insert', 'order', 'empty', 'avl', 'tree', 'leaf', 'node', 'rebalance', 'satisfy', 'avl', 'condition']","Insert 28, 29, 16, 9, 34, 8, 20 in order into an empty AVL Tree. What are the leaf nodes after rebalancing to satisfy the AVL Condition?
"
226,226,41.0,0.12349999696016312,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['minimum', 'number', 'comparison', 'require', 'sort', 'permutation', 'integer']","What is the minimum number of comparisons required to sort any permutation of 7 integers?
"
227,227,45.0,0.11649999767541885,"list, link, array, follow, middle, insert, faster, would, add, singly","['bad', 'case', 'scenario', 'for', 'find', 'element', 'singly', 'link', 'list', 'size']","What is the worst case scenario for finding an element in a singly linked list of size n?
"
228,228,45.0,0.17260000109672546,"list, link, array, follow, middle, insert, faster, would, add, singly","['difference', 'singly', 'link', 'list', 'skip', 'list']","What is the difference between a singly linked list and a skip list?
"
229,229,53.0,0.37369999289512634,"need, company, for, real, system, large, tell, entry, priority, find","['start', 'work', 'long', 'standing', 'technology', 'company', 'first', 'project', 'update', 'old', 'legacy', 'datum', 'structure', 'give', 'close', 'hash', 'tablewith', 'linear_probe', 'contain', 'identification', 'number', 'longer', 'use', 'go', 'archive', 'due', 'sensitive', 'natureyou', 'task', 'copy', 'datum', 'array', 'for', 'archive', 'first', 'need', 'close', 'hash', 'table', 'key', 'store', 'tell', 'item', 'access', 'step', 'average']","You've just started work at a long standing Technology company and your first project is to update old legacy data structures. You are given a closed hash tablewith linear probing containing identification numbers that is no longer being used, but is going to be archived due to its sensitive nature.You are tasked to copy this data into an array for archiving, but first the Load factor needs to be calculated.The closed hash table has 10,000 keys stored in it and you are told any item can be accessed in 3 steps on average. What is the Load Factor?
"
230,230,8.0,0.35679998993873596,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","['course', 'number', 'datum', 'structure', 'teach', 'generally', 'structure', 'bad', 'case', 'space', 'complexity', 'single', 'exception', 'teach', 'datum', 'structure', 'bad', 'case', 'space', 'complexity', 'teach', 'data', 'structure', 'represent', 'exception']","During this course a number of data structures have been taught. Generally these structures have worst case space complexity of O(n), with a single exception. One taught data structure has worst case space complexity O(n log(n)). Which of the taught data structures represents this exception?
"
231,231,29.0,0.4221999943256378,"hash, table, function, number, bucket, find, use, close, step, insert","['wish', 'open', 'hashing', 'array', 'slot', 'contain', 'pointer', 'link', 'list', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'minimum', 'list', 'length', 'end']","You wish to use open hashing (where each array slot contains a pointer to a linked list). The hash function has the form h(x) = x % 6 and the hash table has slots 0, ... , 5. If you insert the elements 5, 6, 7, 9, 15, 21, 22, 61 in that order, what is the minimum list length at the end?
"
232,232,47.0,0.17100000381469727,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['for', 'input', 'size', 'asymptotic', 'time', 'complexity']","An algorithm has runtime T(n) = 0.00149n14+ 100n2+ 48nlog(n) for input of size n. What is the asymptotic time complexity of this algorithm?
"
233,233,31.0,0.1678999960422516,"tree, node, binary, follow, avl, traversal, order, search, number, root","['context', 'avl', 'tree', 'avl', 'stand', 'for']","In the context of an AVL Tree, AVL stands for:
"
234,234,11.0,0.5321999788284302,"search, binary, list, name, find, however, average, skip, suppose, interpolation","['imagine', 'software', 'engineer', 'boss', 'ask', 'implement', 'probabilistic', 'skip', 'list', 'node', 'add', 'lane', 'decrease', 'factor', 'for', 'lane', 'number', 'increase', 'however', 'due', 'lack', 'server', 'space', 'say', 'may', 'size', 'great', 'define', 'set', 'pointer', 'for', 'node', 'roughly', 'many', 'item', 'skip', 'list', 'hold', 'longer', 'consider', 'binary', 'search', 'search', 'for', 'node']","Imagine you are a software engineer a Honda. Your boss asks you to implement a probabilistic skip list in Java with the probability of a new node being added to each lane decreasing by a factor of 0.5 for each lane as the lane number increases. However, due to lack of server space, she says that you may not use any arrays of size greater than 10 when defining the set of pointers for each node. Roughly how many items can this skip list hold before it can no longer be considered binary search when searching for nodes?
"
235,235,29.0,0.16030000150203705,"hash, table, function, number, bucket, find, use, close, step, insert","['disadvantage', 'use', 'hash', 'table', 'small', 'load', 'say', 'for']","What is one disadvantage of using a Hash Table with a small load L?(say, for L < 0.2)
"
236,236,47.0,0.1451999992132187,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['consider', 'average', 'time', 'complexity', 'for', 'search', 'algorithmselect', 'true', 'statement']","Consider average time complexity for each search algorithm.Select the only true statement.
"
237,237,29.0,0.3840999901294708,"hash, table, function, number, bucket, find, use, close, step, insert","['suppose', 'close', 'hash', 'table', 'load', 'take', 'average', 'step', 'find', 'item', 'table', 'value', 'sigfig']","Suppose I have a Close Hash Table with load L, and it takes me on average 1.15 steps to find an item in the table. What is the value of L (to 2 sig.fig.) ?
"
238,238,27.0,0.09719999879598618,"for, follow, int, code, runtime, method, get, correctly, property, class","['main', 'measure', 'for', 'efficiency', 'algorithm']","Two main measures for the efficiency of an algorithm are_________________
"
239,239,41.0,0.1428000032901764,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['follow', 'input', 'make', 'insertion', 'sort', 'ascend', 'order', 'perform', 'large', 'number', 'comparison']","Which of the following input Arrays makes insertion sort in ascending order perform the largest number of comparisons?
"
240,240,14.0,0.2685000002384186,"value, operation, perform, similar, expect, many, page, real, note, temp","['consider', 'follow', 'doubly', 'link', 'list', 'head', 'tailwhere', 'node', 'object', 'integer', 'value', 'prev', 'head', 'next', 'object', 'type', 'similar', 'for', 'remain', 'list', 'perform', 'follow', 'operation', 'value', 'prev', 'next', 'onenext', 'temp', 'threeprev', 'temp']","Consider the following doubly linked list:HEAD - one - two - three - four - five - TAILwhere one is a Node object with integer value 1, prev = HEAD, next = two. This object type is similar for the remaining nodes.What will the list be after performing the following operations:Node temp = New Node(value=7, prev=one, next=three)one.next = temp;three.prev = temp;
"
241,241,4.0,0.6119999885559082,"store, must, number, able, book, like, quickly, application, product, could","['application', 'for', 'supermarket', 'checkout', 'need', 'store', 'product', 'serial', 'number', 'application', 'must', 'able', 'quickly', 'find', 'product', 'link', 'serial', 'number', 'scan', 'cashiershould', 'serial', 'number', 'product', 'change', 'application', 'also', 'able', 'quickly', 'change', 'serial', 'number', 'associate', 'relevant', 'product', 'follow', 'datum', 'structure', 'would', 'appropriate', 'store', 'product', 'serial', 'number', 'memory']","An application for a supermarket checkout needs to store products with their serial numbers, and the application must be able to quickly find the product linked to the serial number which has been scanned by the cashier.Should the serial number of the product change, the application should also be able to quickly change the serial number associated with the relevant product. Which of the following data structures would be most appropriate to store the products and serial numbers in memory?
"
242,242,47.0,0.11010000109672546,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['correct', 'for', 'good', 'time', 'complexity', 'for', 'follow', 'algorithm']","Which of these is correct for the BEST time complexity for the following Algorithms?
"
243,243,31.0,0.10679999738931656,"tree, node, binary, follow, avl, traversal, order, search, number, root","['post', 'traversal', 'tree']","What is the Post-Order Traversal of the tree: 20 / \ 10 28 / \ 5 18 \ 19
"
244,244,29.0,0.4480000138282776,"hash, table, function, number, bucket, find, use, close, step, insert","['use', 'open', 'hash', 'ahash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'maximum', 'list', 'length', 'end']","Using open hashing with ahash function of the form h(x) = x % 7 and a hash table with slots 0, …,6, if you insert the elements 15, 7, 22, 8, 19, 31, 30, 29, 40, 81 in that order, what is the maximum list length at the end?
"
245,245,8.0,0.23229999840259552,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","['recurrence', 'relation', 'for', 'bad', 'case', 'quicksort', 'time', 'complexity', 'case']","What is the recurrence relation for worst case QuickSort, and what is the time complexity in this case?
"
246,246,1.0,0.18080000579357147,"order, consider, runtime, input, size, constant, post, function, print, correct","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'input', 'size', 'predict', 'number', 'elementary_operation', 'for', 'input', 'size']","A quadratic time algorithm uses 70 elementary operations to process an input of size 20. What is the predicted number of elementary operations it will use for an input of size 200?
"
247,247,17.0,0.45719999074935913,"insertion, already, term, label, counter, may, many, suitable, situation, use","['consider', 'follow', 'hypothetical', 'situation', 'sort', 'use', 'quicksort', 'time', 'insertion', 'sort', 'time', 'average', 'input', 'list', 'arrive', 'give', 'list', 'already', 'completely', 'sort', 'probability', 'rest', 'randomgive', 'equality', 'for', 'term', 'for', 'approach', 'quicker', 'always', 'use', 'selection', 'sortyou', 'may', 'refer', 'note', 'hypothetical', 'nature', 'question', 'answer', 'may', 'seem', 'counter', 'intuitive', 'make', 'mathematical', 'sense']","Consider the following hypothetical situation:You have a sorting algorithm which uses quicksort 50% of the time, and insertion sort 50% of the time, on average. n input lists arrive such a given list is already completely sorted with probability x, and the rest are random.Give an equality for x in terms of n for when this approach will be quicker than always using Selection sortYou may refer to the below:(Note that because of the hypothetical nature of the question, the answer may seem counter-intuitive, but will make mathematical sense)
"
248,248,39.0,0.43470001220703125,"first, full, town, work, access, part, last, anywhere, remove, face","['work', 'for', 'spotazon', 'music', 'ask', 'implement', 'data', 'structure', 'store', 'music', 'playlist', 'user', 'want', 'able', 'easily', 'add', 'remove', 'track', 'point', 'playlist', 'able', 'skip', 'forward', 'backwards', 'track', 'brief', 'datum', 'structure', 'maximise', 'speed', 'function', 'follow', 'datum', 'structure', 'would', 'appropriate']","You work for Spotazon music, and have been asked to implement a data structure to store music playlists. Users will want to be able to easily add/remove tracks from any point in the playlist, and they should be able to skip forward/skip backwards a track. Your brief is to use a data structure that will maximise the speed of these functions. Which of the following data structures would be most appropriate.
"
249,249,29.0,0.30239999294281006,"hash, table, function, number, bucket, find, use, close, step, insert","['close', 'linear_probing', 'right', 'ie', 'direction', 'high', 'index', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'unknown', 'integer', 'none', 'correct']","You use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = x % 7 and the hash table has slots 0, … , 6. If you insert the elements 18,19,25,701,77,74,y in that order, where y is an unknown integer, what does the hashtable look like at the end?a) 77,701,74,y,18,19,25b) 77,25,701,y,18,19,74c) 77,701,y,19,18,25,74d) 77,18,19,701,25,74,ye) None of the above are correct
"
250,250,45.0,0.24969999492168427,"list, link, array, follow, middle, insert, faster, would, add, singly","['consider', 'follow', 'list', 'list', 'list', 'integer', 'inclusive', 'ascend', 'orderlist', 'random', 'permutation', 'list', 'xwhich', 'statement', 'false', 'average']","Consider the following two lists:List X: List of integers from 1 to 100 (inclusive) in ascending orderList Y: Random permutation of list XWhich of the statements A-D is FALSE (on average)?
"
251,251,35.0,0.0778999999165535,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'algorithm', 'low', 'complexity', 'class']","Which of the following algorithms has the lowest complexity class
"
252,252,41.0,0.09319999814033508,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['step', 'take', 'complete', 'list', 'integer']","What are the steps taken to complete a Radix Sort on a list of integers?
"
253,253,27.0,0.2711000144481659,"for, follow, int, code, runtime, method, get, correctly, property, class","['follow', 'codefor', 'int', 'for', 'if', 'for', 'int', 'even']","What is the runtime of the following code?for (int i=0; i < N; ++i) { for (int j=0; j < M/2; j=j*2) { System.out.println(j); if (i%2 == 0) { for (int k=0; k < 2*N; ++k) { System.out.println(i + "" is even""); } } }}
"
254,254,31.0,0.39579999446868896,"tree, node, binary, follow, avl, traversal, order, search, number, root","['give', 'follow', 'number', 'construct', 'perfectly', 'balancedbinary', 'search', 'tree', 'number', 'order', 'number', 'root']","Given the following numbers: 6,2,18,34,13,14.When constructing a perfectly balancedbinary search tree from the numbers in that order, which number is its root?
"
255,255,6.0,0.2387000024318695,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","['selection', 'sort', 'run', 'for', 'second', 'for', 'record', 'likely', 'likely', 'run', 'for', 'record']","Selection Sort runs for 5 seconds for 100 records. How likely is it likely to run for 10,000 records?
"
256,256,27.0,0.36480000615119934,"for, follow, int, code, runtime, method, get, correctly, property, class","['incomplete', 'code', 'for', 'class', 'get', 'find', 'element', 'link', 'list', 'code', 'must', 'go', 'for', 'object', 'get', 'int', 'if', 'return', 'error', 'nodeelement']","Below is an incomplete code for the class LinkedList.Method 'Get' finds the ith element in the linked list. Which code must go at 'X' for the code to work.public Object get(int i){ if (i<0 || i>=n) { return error; } ListNode node = head; Xreturn node.element;}
"
257,257,58.0,0.09109999984502792,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","['element', 'list', 'lane', 'follow', 'statement', 'true']","You have to insert the element ""20"" in this skip list, p = 0.5, max lanes = 5:Which one of the following statements are true?
"
258,258,48.0,0.1459999978542328,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","['follow', 'matrix', 'represent', 'graph']","Below is an example graph. Which of the following adjacency matrices represent this graph?
"
259,259,11.0,0.12150000035762787,"search, binary, list, name, find, however, average, skip, suppose, interpolation","['sort', 'data', 'set', 'gap', 'size']","What is the result of shell sorting the data set below with a gap size of 3.56 21 30 43 98 23
"
260,260,9.0,0.06530000269412994,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","['follow', 'true']","Which of the following is TRUE?
"
261,261,31.0,0.17970000207424164,"tree, node, binary, follow, avl, traversal, order, search, number, root","['correct', 'order', 'traversal', 'binary', 'tree']","What is the correct in order traversal of this Binary tree?
"
262,262,23.0,0.11140000075101852,"create, deletion, state, shell, allow, record, surgery, logn, fast, must","['use', 'dijkstra', 'algorithm', 'start', 'node', 'state', 'order', 'nodestraverse', 'reach', 'node']","Using Dijkstra's algorithm, starting at node S, state the order of nodestraversed before reaching the node B.
"
263,263,31.0,0.2831000089645386,"tree, node, binary, follow, avl, traversal, order, search, number, root","['example', 'binary', 'tree', 'pre', 'order', 'traversal', 'tree']","Below is an example binary tree. What is the pre-order traversal of this tree?
"
264,264,45.0,0.1460999995470047,"list, link, array, follow, middle, insert, faster, would, add, singly","['link', 'list', 'array', 'true']","Which statement about linked lists and arrays is TRUE?
"
