,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
255,255,255,23.0,0.11969999969005585,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'sort', 'algorithm', 'false']","Which of the following statements about sorting algorithms is false?
"
256,256,256,36.0,0.1429000049829483,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['hybrid', 'sort', 'algorithm']","What is a hybrid sorting algorithm?
"
257,257,257,36.0,0.246399998664856,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['difference', 'singly', 'link', 'list', 'doubly', 'link', 'list']","What is the difference between a singly linked list and a doubly linked list?
"
258,258,258,25.0,0.15800000727176666,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'list', 'sort', 'first', 'letter', 'sort', 'produce', 'follow', 'output', 'property', 'guarantee', 'true', 'sort', 'algorithm', 'use']","The following list is being sorted by first letter only:hondahalloumibeeThe sorting algorithm produces the following output:beehalloumihondaWhat property is guaranteed to be true about the sorting algorithm used?
"
259,259,259,36.0,0.18060000240802765,"tree, binary, node, avl, search, child, root, follow, height, leaf","['show', 'binary', 'search', 'tree', 'represent', 'value', 'node', 'tree', 'if', 'value', 'insert', 'order', 'would', 'value']","Below shows a binary search tree where V represents the values of each node in the tree. If the values had been inserted in the order 11, 4, 16, 2, 14, 19, 9, 3, 17, 12, 1, 15, 27, 10, 7 what would the value of X (in diagram) be? V V V V V V VV V V V X V V V
"
260,260,260,2.0,0.06449999660253525,"operation, great, remain, put, var, ask, power, much, relation, box",['relation'],"With relation to graphs, what isdepth-first traversal?
"
261,261,261,0.0,0.1861000061035156,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'binary', 'tree', 'traversal', 'traversal', 'node', 'print', 'late']","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
"
262,262,262,52.0,0.15150000154972074,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['approach', 'deal', 'collision', 'hash', 'table', 'know', 'aslinear', 'probing', 'work']","One of the approaches to dealing with collisions in a hash table is known aslinear probing. How does this work?
"
263,263,263,23.0,0.12620000541210175,"must, least, additional, generic, smallest, think, underestimate, satisfied, prove, stand","['order', 'prove', 'function', 'follow', 'condition', 'must', 'satisfied']","In order to prove function f(n) is ?(g(n)), which of the following conditions must be satisfied?
"
264,264,264,29.0,0.13230000436306,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['give', 'tree', 'apply', 'follow', 'operation', 'give', 'order', 'remove', 'balance', 'node', 'balance', 'factor', 'apply', 'traversalwhich', 'output', 'correct']","Given the tree: 5 / \ 3 10 / \ / \ 2 4 7 11 / / \ \ 1 6 9 12Apply the following operations in the given order:1.Remove 5;2.Re-balance, so that each node has balance factor in {-1,0,1}3.Apply post-traversalWhich output is correct?
"
265,265,265,47.0,0.10649999976158142,"read, ordermanner, apre, office, house, route, begin, horse, minimise, recursive","['if', 'follow', 'binary', 'tree', 'traverse', 'apre', 'ordermanner', 'order', 'would', 'letter', 'read']","If the following binary tree was to be traversed in apre-ordermanner, in which order would the letters be read?
"
266,266,266,23.0,0.15320000052452087,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table']","An open hash table is:
"
267,267,267,25.0,0.2379000037908554,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['apply', 'pre', 'order', 'traversal', 'follow', 'tree', 'output']","After applying pre-order traversal on the following tree: 50 / \ 25 63 / \ / 8 31 5 / \ / / 3 10 20 1What will be the output?
"
268,268,268,52.0,0.11400000005960464,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['produce', 'apply', 'sort', 'follow', 'sort', 'array']","What will be produced after applying 3-sorting followed by 2-sorting on the array10,8,50,6,3,0,2,15?
"
269,269,269,8.0,0.2425999939441681,"compute, sign, usual, receive, secret, public, check, nfor, connection, multipli","['receive', 'message', 'use', 'usual', 'method', 'public', 'secret', 'sign', 'compute', 'send', 'sign']","Alice receives a message, m, from Bob using the usual RSA encryption method (N and t public, s secret). She signs it by computing h(m) and then sending c = h(m)s(mod N) to Bob. How does Bob verify that Alice signed m?
"
270,270,270,23.0,0.3382000029087067,"hash, table, bucket, open, insert, close, key, function, slot, closed","['standard', 'closed', 'hash', 'table', 'linear_probing', 'function', 'wish', 'put', 'follow', 'element', 'exact', 'order', 'table', 'afterwards']","I have a standard closed hash table with linear probing, with the function h(x) = x % 7. I wish to put the following elements: 10, 3, 11, 20, 21, 22, 8 (in that exact order). What does the table look like afterwards?
"
271,271,271,23.0,0.08250000327825546,"tree, binary, node, avl, search, child, root, follow, height, leaf","['for', 'bst', 'result', 'perform', 'traversal', 'tree']","For the below BST, what is the result of performing a postorder traversal on the tree?
"
272,272,272,2.0,0.06369999796152115,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['asymptotic', 'high']","Which Asymptotic Complexity has the highest growth rate:
"
273,273,273,18.0,0.31360000371932983,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['large', 'company', 'look', 'store', 'employee', 'would', 'number', 'open', 'hash', 'table', 'currently', 'employee', 'however', 'would', 'like', 'future', 'proof', 'system', 'design', 'system', 'for', 'capacity', 'would', 'like', 'perform', 'operation', 'certain', 'id', 'average', 'number', 'step', 'many', 'bucket', 'would', 'hash', 'table', 'require', 'fit', 'specification']","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
"
274,274,274,18.0,0.1881999969482422,"tree, binary, node, avl, search, child, root, follow, height, leaf","['binary', 'tree', 'level', 'full', 'exceptfor', 'last', 'level', 'half', 'full', 'manynode']","A binary tree has six levels, and all are full exceptfor the last level, which is only half full. How manynodes does it have?
"
275,275,275,2.0,0.10109999775886536,"read, ordermanner, apre, office, house, route, begin, horse, minimise, recursive","['task', 'find', 'house', 'begin', 'route', 'post', 'office', 'give', 'follow', 'information', 'distance', 'node']","You are a Postman and have been tasked with finding the shortest path to house D.You begin your route at the Post office (A).You have been given the following information:Distances between nodes are:A->D=6A->B=10A->C = 4C->D=1C->B=9D->B=3
"
276,276,276,52.0,0.21889999508857727,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'post', 'order', 'follow', 'tree']","What is the output of an Post-Order Traversal of the following tree
"
277,277,277,30.0,0.23520000278949735,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['represent', 'big', 'notation', 'use', 'big', 'rule', 'week', 'constantf']","Where O represents big O notation , using Big O rules from week2)b):What is f(n)*h(n)=O(?) ?Where:c= constantf(n) = O(c*m(n))h(n) = q(n)+p(n)q(n)=O(t(n))t(n)=O(p(n))
"
278,278,278,36.0,0.2766000032424927,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'large', 'good', 'time', 'complexity', 'ie', 'large', 'good', 'case']","Which of the following sorting algorithms has the largest best time complexity, i.e. the largest O(n) in the best case:
"
279,279,279,36.0,0.18619999289512634,"task, cost, provide, car, location, dealership, factory, row, quickest, alphabetically","['work', 'for', 'car', 'manufacture', 'company', 'registration', 'admin', 'inputted', 'datum', 'list', 'store', 'datum', 'alphabetically', 'want', 'sort', 'sort', 'would', 'quickest', 'give', 'datum', 'currently', 'randomly', 'sort']","You are working for a car manufacturing company (Honda) and you have a list of 10,000 car registration numbers.The admins who inputted this data into a list did not store the data alphabetically, but you want to sort them.Which sorting algorithm would be the quickest to use given the data is currently randomly sorted?
"
280,280,280,36.0,0.01669999957084656,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is ""time resolution""?
"
281,281,281,36.0,0.17399999499320984,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'would', 'appropriate', 'for', 'datum', 'nearly', 'fully', 'sort']","Which of these sorting algorithms would be most appropriate for data which is nearly fully sorted?
"
282,282,282,36.0,0.14309999346733093,"hash, table, bucket, open, insert, close, key, function, slot, closed","['give', 'hash', 'function', 'for', 'follow', 'input', 'statement', 'true', 'for', 'input', 'use', 'open', 'hashing']","Given the hash function f(x) = x % 10, for the following input (1234,60,1264,3456,638,3666,349,201,470,1000,84,3), which statement is true for this input using open hashing:
"
283,283,283,38.0,0.3102000057697296,"datum, structure, data, space, implement, possible, memory, store, work, for","['implement', 'datum', 'structure', 'insert', 'new', 'item', 'front', 'datum', 'structure', 'do', 'simple', 'step', 'try', 'access', 'th', 'item', 'must', 'pass', 'other', 'first', 'if', 'want', 'remove', 'item', 'remove', 'item', 'step', 'find', 'previous', 'pointer', 'data', 'structure', 'implement']","You are implementing a data structure. When you insert a new items at the front of data structure, it can be done in just a few simple steps. When you try to access the 1500th item, you must pass through 1499 others first. If you want to remove an item, you can remove any item in just a few steps once you have found it. It does not have a previous pointer. What data structure have you implemented?
"
284,284,284,23.0,0.35260000824928284,"hash, table, bucket, open, insert, close, key, function, slot, closed","['draw', 'closed', 'hash', 'table', 'linear_probing', 'size', 'hash', 'function', 'follow', 'element', 'insert', 'hash', 'table', 'correct', 'order', 'element', 'hash', 'table']","Draw a closed hash table with linear probing of size 7. The hash function is h(x) = x % 7.The following elements are inserted into the hash table: 2, 7, 13, 19, 21, 25, 29What is the correct order of the elements now in the hash table?
"
285,285,285,23.0,0.2813000082969665,"sorted, point, example, final, say, real, divide, word, since, measure","['need', 'search', 'keep', 'divide', 'search', 'area', 'half', 'sorted', 'data', 'arrive', 'word', 'however', 'twist', 'algorithm', 'clever', 'if', 'for', 'example', 'word', 'start', 'start', 'search', 'towards', 'end', 'step', 'take', 'average', 'follow', 'algorithm']","Billy Bob needs to implement a searching algorithm. His algorithm keeps dividing the search area in half (on sorted data) until it arrives at his word. However, there's a twist! The algorithm is very clever, and, if for example the word starts with 'z', it will start searching towards the end. The steps taken by this algorithm is log_base2(log_base2(n)) on average. Which of the following algorithms did Mr. Bob implement?
"
286,286,286,29.0,0.3934000134468079,"for, time, complexity, search, runtime, function, none, follow, correct, give","['give', 'follow', 'for', 'for', 'int', 'love', 'dsa', 'follow', 'follow', 'describe', 'correct', 'time', 'complexity', 'bound']","Given the following algorithm:for(int i = 0; i < n; i++) for(int j = 0; j < n; j++) System.out.println(""I love DSA!!!"");Which of the following following describes the correct time complexity bounds?
"
287,287,287,29.0,0.10930000245571136,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['task', 'choose', 'sort', 'take', 'time', 'sort', 'list', 'number', 'fit', 'requirement', 'list']","You are tasked to chose a sorting algorithm which will take the same time to sort any two lists with the same number of elements.Which one fits the requirements from the list below?
"
288,288,288,52.0,0.29030001163482666,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'pseudocode', 'show', 'function', 'traverse', 'recursively', 'perform', 'tree', 'traversal', 'tree', 'value', 'name', 'node', 'if', 'node', 'null', 'return', 'traverse', 'nodeleft', 'traverse', 'noderight', 'print']","The following pseudocode shows a function ""traverse"" that recursively performs a tree traversal algorithm to print the tree values. What is the name of the traversal?traverse(node) if (node == null) return traverse(node.left) traverse(node.right) print(node.value)
"
289,289,289,52.0,0.2515999972820282,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'time', 'complexity', 'shell']","What is the best, average and worst time complexity of shell sort?
"
290,290,290,36.0,0.27810001373291016,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'nlogn']","Which of the following sorting algorithms does not have an average time complexity of nlogn?
"
291,291,291,36.0,0.3680999875068665,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'statementswhich', 'better', 'explain', 'difference', 'open', 'hash', 'table', 'close', 'hash', 'table']","Between the following statements,which better explains the difference between an Open Hash Table and a Close Hash Table?
"
292,292,292,23.0,0.2721000015735626,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'oft', 'nlog', 'space']","Which of the following sorting algorithms has an average time complexity ofT(n)=nlog(n) and space complexityT(n)=n?
"
293,293,293,36.0,0.2062000036239624,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'tree', 'legit', 'binary', 'search', 'tree', 'contain', 'number', 'represent', 'pre', 'order', 'traversal']","Which of the following trees is a legit binary search tree containing the numbers (2,7,9,12,18,23,26,37,43,75)? Represented in PRE-ORDER traversal!
"
294,294,294,2.0,0.15559999644756314,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['give', 'graph', 'many', 'path', 'length', 'less', 'vertex']","Given this graph:How many paths of length 2 or less are there from vertex C to F?
"
295,295,295,23.0,0.3741999864578247,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'hash', 'table', 'size', 'start', 'index', 'hash', 'function', 'assume', 'hash', 'table', 'initially', 'empty', 'follow', 'content', 'table', 'sequence', 'insert', 'table', 'use', 'closed', 'hashingnote', 'denote', 'empty', 'location', 'table']","Consider a hash table of size seven, with starting index zero, and a hash function (3x + 4)mod7.Assuming the hash table is initially empty, which of the following is the contents of the table when the sequence 1, 3, 8, 10 is inserted into the table using closed hashing?Note that ‘_’ denotes an empty location in the table.
"
296,296,296,23.0,0.09380000084638596,"tree, binary, node, avl, search, child, root, follow, height, leaf","['balance', 'factor', 'use', 'for', 'avl', 'tree']","What is a Balance Factor used for in an AVL Tree?
"
297,297,297,35.0,0.3314999938011169,"int, if, for, while, return, follow, code, mean, sum, new","['follow', 'code', 'for', 'int', 'for', 'int', 'for', 'for', 'int']","What is the runtime of the following code ?for (int i=1; i<n; i=i*2) System.out.println(“hello”);for (int j=1; j<m; j++) for (int k=1; k<10; k++) for (int l=1; l<j; j++) System.out.println(“CM20254”);
"
298,298,298,35.0,0.15289999544620514,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'avl', 'balanced']","Which of these trees is NOT AVL balanced?
"
299,299,299,2.0,0.08640000224113464,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['follow', 'graph', 'representation']","Which of the following is a graph representation?
"
300,300,300,47.0,0.11580000072717668,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'pre', 'image_resistance']","Which of the following is pre-image resistance?
"
301,301,301,13.0,0.13750000298023224,"number, find, take, step, item, average, many, give, second, if","['take', 'follow', 'list', 'number', 'if', 'apply', 'sort', 'list', 'many', 'swap', 'take', 'place', 'reach', 'sorted', 'list']","Take the following list of numbers:13, 214, 24, 63, 46, 153If you were to apply a shell sort to this list, where h = 4, 2, 1, how many swaps take place to reach the sorted list:13, 24, 46, 63, 153, 214
"
302,302,302,41.0,0.17919999361038208,"measurement, precision, accuracy, difference, image, significant, definition, regard, accuracylow, accuracyhigh","['accuracy', 'precision', 'important', 'factor', 'consider', 'take', 'datum', 'correct', 'definition', 'accuracy', 'precision']","Accuracy and precision are two important factors to consider when taking data measurements.What are the correct definitions of accuracy and precision?
"
303,303,303,41.0,0.18970000743865967,"hash, table, bucket, open, insert, close, key, function, slot, closed","['calculate', 'load', 'hash', 'table']","What is the formula to calculate the load on a hash table?
"
304,304,304,23.0,0.13030000030994415,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['answer', 'always', 'true', 'for', 'link', 'list']","Which answer is always TRUE for Linked Lists?
"
305,305,305,25.0,0.12999999523162842,"number, find, take, step, item, average, many, give, second, if","['management', 'ask', 'change', 'close', 'open', 'currently', 'change', 'average', 'number', 'step', 'find', 'bucket', 'change', 'close', 'positive']","Management has asked you to change a closed hashtable to an open hashtable. It currently has a load factor of 0.75.What is the change in the average number of steps to find a bucket after you change the hashtable?Answer is: open av. - closed av, can be positive or negative
"
306,306,306,38.0,0.13179999589920044,"datum, structure, data, space, implement, possible, memory, store, work, for","['sort', 'algorithm', 'require', 'additional', 'work', 'space']","Which of these sorting algorithms requires additional working space?
"
307,307,307,36.0,0.1525000035762787,"for, time, complexity, search, runtime, function, none, follow, correct, give","['asymptotic', 'time', 'complexity']","An algorithm has runtime, what is the asymptotic time complexity of this algorithm?
"
308,308,308,29.0,0.20659999549388885,"for, time, complexity, search, runtime, function, none, follow, correct, give","['choose', 'correct', 'answer', 'complete', 'definition', 'amortise', 'runtime', 'analysis', 'runtime', 'for', 'datum', 'structure', 'operation', 'use', 'many', 'time', 'start', 'empty', 'datum', 'structure']","Choose the correct answer below that completes the definition of Amortised runtime analysis._______ runtime for a Data Structure operation when using it many times starting from an empty Data Structure.
"
309,309,309,29.0,0.20180000364780426,"maximum, problem, random, integer, solve, fill, interface, product, similar, anywhere","['type', 'describe', 'use', 'solve', 'particular', 'problem', 'follow', 'option', 'would', 'incorrect', 'choice', 'fill', 'blank']","An abstract data type can be described as ""a coordinated group of ____, ____, and ____ that is used to solve a particular problem"". Which of the following options would be an incorrect choice to fill one of the blanks?
"
310,310,310,43.0,0.0966000035405159,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble","['order', 'complexitie', 'low', 'high', 'growth_rate']","Order the complexities from lowest to highest growth rate:a = log(n)b = n log (n)c = (log(n))^2d = sqrt(n)e = 2^nf = n^3g = n
"
311,311,311,2.0,0.14820000529289246,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'avl', 'tree']","Which of the following is an AVL Tree:
"
312,312,312,2.0,0.18729999661445615,"tree, binary, node, avl, search, child, root, follow, height, leaf","['insert', 'follow', 'number', 'avl', 'tree', 'order', 'tree']","Insert the following numbers lexicographically in an AVL tree: {5,20,8,9,3,11,4,65,85,35,15,1}.What is the in-order transversal of the tree?
"
313,313,313,2.0,0.09910000115633012,"int, if, for, while, return, follow, code, mean, sum, new","['follow', 'code']","What is the time complexity of the following code:
"
314,314,314,2.0,0.09380000084638596,"tree, binary, node, avl, search, child, root, follow, height, leaf","['balance', 'factor', 'avl', 'tree', 'use', 'check']","What is a balance factor in an AVL tree used to check?
"
315,315,315,2.0,0.4277999997138977,"tree, binary, node, avl, search, child, root, follow, height, leaf","['consider', 'bst', 'complete', 'binary', 'tree', 'remove', 'root', 'correctly', 'describe', 'lecture', 'rebalance', 'tree', 'complete', 'binary', 'tree', 'accord', 'definition', 'follow', 'statement', 'describe', 'unique', 'result', 'definition', 'complete', 'binary', 'tree', 'binary', 'tree', 'level', 'except', 'possibly', 'last', 'full', 'node', 'low', 'level', 'leave', 'possible']","Consider the below BST, which is not a complete binary tree. Remove the root node 3 correctly, as described in lectures, then rebalance the tree as a complete binary tree according to the below definition. Which of the following statements describes the unique resulting tree?The definition of a complete binary tree is to be a binary tree in which every level, except possibly the last, is full, and all nodes on the lowest level are as left as possible.
"
316,316,316,2.0,0.13040000200271604,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['average', 'case', 'bad', 'case', 'runtime', 'search', 'for', 'value', 'binary', 'search', 'tree', 'value']","What is the average case and worst case runtime when searching for a value in a binary search tree with N values?
"
317,317,317,36.0,0.09009999781847,"comparison, minimum, span, decision, edgesis, among, stooge, parallelize, reach, shape","['log', 'minimum', 'number', 'comparison', 'need', 'sort', 'item']","log212! = 28.8355. What is the minimum number of comparisons needed to sort 12 items?
"
318,318,318,40.0,0.2581999897956848,"number, find, take, step, item, average, many, give, second, if","['give', 'particular', 'for', 'closed', 'hash', 'table', 'linear_probe', 'average', 'many', 'step', 'take', 'find', 'item']","Given a particular load factor L for a closed hash table with linear probing, on average, how many steps does it take to find an item?
"
319,319,319,40.0,0.17890000343322754,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['let', 'real', 'value', 'function', 'define', 'positive', 'integersif', 'exist', 'positive', 'number', 'for', 'bwhich', 'follow', 'true']","Let f (n) and g(n) be two real-valued functions defined on the positive integers.If there exist positive numbers b and B, such that |f(n)| = B|g(n)| for all n = b,which of the following is true?
"
320,320,320,17.0,0.3476000130176544,"right, leave, node, process, sub, current, subtree, describe, differ, left","['follow', 'text', 'describe', 'type', 'tree', 'traversal', 'process', 'current', 'node', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'sub', 'treewhich', 'follow', 'traversal', 'describe']","The following text describes a type of tree traversal: - Process current node - Process nodes in the left sub-tree - Process nodes in the right sub-treeWhich of the following traversals does the above describe?
"
321,321,321,52.0,0.1762000024318695,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'pre', 'order', 'avl', 'tree', 'start', 'empty', 'follow', 'element', 'insert', 'order']","What is the output of the pre-order traversal of the AVL tree which started empty and had the following elements inserted in this order:6, 43, 11, 23, 9, 15
"
322,322,322,0.0,0.2327000051736832,"vertex, edge, graph, change, show, matrix, also, if, formula, name","['graph', 'edge', 'go', 'vertex', 'specific', 'direction', 'know']","A graph in which all edges go from one vertex to another in a specific direction is known as what?
"
323,323,323,0.0,0.06360000371932982,"datum, structure, data, space, implement, possible, memory, store, work, for","['name', 'structure']","Finish the name of this module:Data Structures and _____
"
324,324,324,18.0,0.06360000371932982,"datum, structure, data, space, implement, possible, memory, store, work, for","['name', 'structure']","Finish the name of this module:Data Structures and _____
"
325,325,325,18.0,0.15139999985694885,"hash, table, bucket, open, insert, close, key, function, slot, closed","['hash', 'table', 'slot', 'many', 'insertion', 'likely', 'ie', 'probability', 'great', 'collision']","In a hash table with 600 slots, after how many insertions is there likely to be (i.e. with probability 0.5 or greater) a collision?
"
326,326,326,23.0,0.13079999387264252,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['within', 'singly', 'link', 'list', 'value', 'store', 'node']","Within a singly linked list, what are the values stored at each node?
"
327,327,327,52.0,0.29580000042915344,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['software', 'developer', 'create', 'node', 'tree', 'use', 'follow', 'tree', 'print', 'traversal', 'order', 'use', 'software', 'developer']","A software developer created an algorithm to print all the nodes in a tree. This algorithm is used on the following tree: M / \ B P / \ / \ A D N ZIf the algorithm prints A B D M N P Z, what is the traversal order used by the software developer?
"
328,328,328,52.0,0.2913999855518341,"tree, binary, node, avl, search, child, root, follow, height, leaf","['insert', 'order', 'empty', 'avl', 'tree', 'leaf', 'node', 'rebalance', 'satisfy', 'avl', 'condition']","Insert 28, 29, 16, 9, 34, 8, 20 in order into an empty AVL Tree. What are the leaf nodes after rebalancing to satisfy the AVL Condition?
"
329,329,329,2.0,0.09059999883174896,"comparison, minimum, span, decision, edgesis, among, stooge, parallelize, reach, shape","['minimum', 'number', 'comparison', 'require', 'sort', 'permutation', 'integer']","What is the minimum number of comparisons required to sort any permutation of 7 integers?
"
330,330,330,52.0,0.17649999260902405,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['tree', 'traversal', 'output', 'letter', 'alphabetical', 'order']","Which tree traversal outputs the letters in alphabetical order?
"
331,331,331,52.0,0.2159000039100647,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['difference', 'singly', 'link', 'list', 'skip', 'list']","What is the difference between a singly linked list and a skip list?
"
332,332,332,25.0,0.2845000028610229,"need, top, last, much, tell, company, operate, copy, push, stock","['start', 'work', 'long', 'standing', 'technology', 'company', 'first', 'project', 'update', 'old', 'legacy', 'datum', 'structure', 'give', 'close', 'hash', 'tablewith', 'linear_probe', 'contain', 'identification', 'number', 'longer', 'use', 'go', 'archive', 'due', 'sensitive', 'natureyou', 'task', 'copy', 'datum', 'array', 'for', 'archive', 'first', 'need', 'close', 'hash', 'table', 'key', 'store', 'tell', 'item', 'access', 'step', 'average']","You've just started work at a long standing Technology company and your first project is to update old legacy data structures. You are given a closed hash tablewith linear probing containing identification numbers that is no longer being used, but is going to be archived due to its sensitive nature.You are tasked to copy this data into an array for archiving, but first the Load factor needs to be calculated.The closed hash table has 10,000 keys stored in it and you are told any item can be accessed in 3 steps on average. What is the Load Factor?
"
333,333,333,23.0,0.3172000050544739,"hash, table, bucket, open, insert, close, key, function, slot, closed","['wish', 'open', 'hashing', 'array', 'slot', 'contain', 'pointer', 'link', 'list', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'minimum', 'list', 'length', 'end']","You wish to use open hashing (where each array slot contains a pointer to a linked list). The hash function has the form h(x) = x % 6 and the hash table has slots 0, ... , 5. If you insert the elements 5, 6, 7, 9, 15, 21, 22, 61 in that order, what is the minimum list length at the end?
"
334,334,334,23.0,0.17299999296665192,"for, time, complexity, search, runtime, function, none, follow, correct, give","['for', 'input', 'size', 'asymptotic', 'time', 'complexity']","An algorithm has runtime T(n) = 0.00149n14+ 100n2+ 48nlog(n) for input of size n. What is the asymptotic time complexity of this algorithm?
"
335,335,335,52.0,0.19059999287128448,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'output', 'follow', 'binary', 'search', 'tree', 'use', 'pre', 'order', 'traversal']","What would the output of the following binary search tree using pre-order traversal look like?
"
336,336,336,52.0,0.13680000603199005,"tree, binary, node, avl, search, child, root, follow, height, leaf","['context', 'avl', 'tree', 'avl', 'stand', 'for']","In the context of an AVL Tree, AVL stands for:
"
337,337,337,24.0,0.1881999969482422,"datum, structure, data, space, implement, possible, memory, store, work, for","['imagine', 'software', 'engineer', 'boss', 'ask', 'implement', 'probabilistic', 'skip', 'list', 'node', 'add', 'lane', 'decrease', 'factor', 'for', 'lane', 'number', 'increase', 'however', 'due', 'lack', 'server', 'space', 'say', 'may', 'size', 'great', 'define', 'set', 'pointer', 'for', 'node', 'roughly', 'many', 'item', 'skip', 'list', 'hold', 'longer', 'consider', 'binary', 'search', 'search', 'for', 'node']","Imagine you are a software engineer a Honda. Your boss asks you to implement a probabilistic skip list in Java with the probability of a new node being added to each lane decreasing by a factor of 0.5 for each lane as the lane number increases. However, due to lack of server space, she says that you may not use any arrays of size greater than 10 when defining the set of pointers for each node. Roughly how many items can this skip list hold before it can no longer be considered binary search when searching for nodes?
"
338,338,338,38.0,0.1429000049829483,"hash, table, bucket, open, insert, close, key, function, slot, closed","['disadvantage', 'use', 'hash', 'table', 'small', 'load', 'say', 'for']","What is one disadvantage of using a Hash Table with a small load L?(say, for L < 0.2)
"
339,339,339,23.0,0.10440000146627426,"tree, binary, node, avl, search, child, root, follow, height, leaf","['select', 'correct', 'difference', 'tree', 'tree']","Select the correct differences between a B-Tree and a B+ Tree?
"
340,340,340,2.0,0.22030000388622284,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'average', 'time', 'complexity', 'for', 'search', 'algorithmselect', 'true', 'statement']","Consider average time complexity for each search algorithm.Select the only true statement.
"
341,341,341,25.0,0.1961999982595444,"number, find, take, step, item, average, many, give, second, if","['suppose', 'close', 'hash', 'table', 'load', 'take', 'average', 'step', 'find', 'item', 'table', 'value', 'sigfig']","Suppose I have a Close Hash Table with load L, and it takes me on average 1.15 steps to find an item in the table. What is the value of L (to 2 sig.fig.) ?
"
342,342,342,40.0,0.09160000085830687,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'false']","Which of the following statements is False?
"
343,343,343,23.0,0.21619999408721924,"node, next, previous, constant, object, pointerthe, follow, private, nodenext, head","['consider', 'follow', 'doubly', 'link', 'list', 'head', 'tailwhere', 'node', 'object', 'integer', 'value', 'prev', 'head', 'next', 'object', 'type', 'similar', 'for', 'remain', 'list', 'perform', 'follow', 'operation', 'value', 'prev', 'next', 'onenext', 'temp', 'threeprev', 'temp']","Consider the following doubly linked list:HEAD - one - two - three - four - five - TAILwhere one is a Node object with integer value 1, prev = HEAD, next = two. This object type is similar for the remaining nodes.What will the list be after performing the following operations:Node temp = New Node(value=7, prev=one, next=three)one.next = temp;three.prev = temp;
"
