,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
134,134,24,0.0638,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['calculate', 'value']","Calculate the value of Dijkstra(A) from A to D
"
135,135,36,0.235300004,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'good', 'fit', 'description', 'stableb', 'case', 'average', 'case', 'bad', 'case']","Which sorting algorithm best fits this description:StableBest case: (n2)Average case: (n2)Worst case: (n2)
"
136,136,40,0.174899995,"number, find, take, step, item, average, many, give, second, if","['take', 'second', 'run', 'long', 'take', 'run']","An algorithm of complexity ?(2^n) takes 2 seconds to run at n=4. How long will it take to run at n=10?
"
137,137,36,0.136000007,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'time', 'week', 'slide']","What is the worst case time complexity of a heap sort (2019 week 7a slide 5)
"
138,138,2,0.197899997,"tree, binary, node, avl, search, child, root, follow, height, leaf","['statement', 'always', 'true', 'for', 'height', 'balanced', 'binary', 'tree']","Which statement is always true for a height-balanced binary tree?
"
139,139,38,0.093199998,"datum, structure, data, space, implement, possible, memory, store, work, for","['tree', 'usage', 'for', 'database']","Whichisn'tan advantage of B-tree usage for databases?
"
140,140,35,0.189099997,"int, if, for, while, return, follow, code, mean, sum, new","['time', 'follow', 'function', 'int', 'int', 'int', 'count', 'for', 'for', 'count', 'return', 'count']","What is the time complexity of the following function:int f(int n){ int count = 0; for(int i = 0; i<=n; i++){ for(int j = i; j>0; i++){ j/=2; count++; } } return count;}
"
141,141,23,0.278699994,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'open', 'hash', 'table', 'bucket', 'hash', 'function', 'would', 'table', 'look_like', 'insert', 'follow', 'element', 'order']","Consider an Open Hash Table with 7 buckets and hash function h(x) = 3x % 7. What would the table look like after inserting the following elements: 8,3,15,22,9 in that order?
"
142,142,52,0.289499998,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['see', 'unbalanced', 'tree', 'correct', 'case', 'for', 'balance', 'output', 'if', 'traverse', 'tree', 'use', 'post', 'order', 'traversal']","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3What is the correct case for balancing and what is the output if we traverse the tree using post order traversal?
"
143,143,40,0.093999997,"number, find, take, step, item, average, many, give, second, if","['if', 'order', 'sqrt', 'take', 'second', 'run', 'expect', 'time', 'for']","If an algorithm of order O( sqrt(n) ) takes 4 seconds to run at n = 50, what is the expected time for n = 200?
"
144,144,36,0.193800002,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'time', 'complexity', 'high', 'average', 'casekey', 'index']","Which array function has a worst case time complexity which is higher than its average case?Key:o = objecti = index
"
145,145,25,0.140400007,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['information', 'update', 'singly', 'link', 'list']","What information is updated when you insert a node into a singly linked list?
"
146,146,36,0.106899999,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['mean', 'sort', 'stable']","What is meant by a sorting algorithm being 'stable'?
"
147,147,2,0.227799997,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'tree', 'balanced', 'avl', 'binary', 'tree', 'true', 'false']","The following tree is a balanced AVL binary tree. True or False? 98 / \ 12 101 / \ \ 9 31 102 / \3 10
"
148,148,47,0.063699998,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['represent', 'valid']","Does this array represent a valid min heap?[3, 10, 6, 17, 43, 50, 8]
"
149,149,23,0.197400004,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'closed', 'hash', 'table', 'index', 'insert', 'follow', 'data', 'value', 'occupy', 'place', 'index']","Consider a closed hash table where h(x) = x% 8 where the index is 0 through 7. When inserting the following data, which value occupies the place indexed 4?27, 145, 87, 45, 23, 56, 79, 135
"
150,150,52,0.094499998,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'use', 'traversal', 'graph', 'printing', 'node', 'visit']","What is the result of using a breadth first traversal on this graph, printing every node visited?
"
151,151,30,0.147699997,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['follow', 'statement', 'true']","Which of the following statements is true?
"
152,152,23,0.328200012,"hash, table, bucket, open, insert, close, key, function, slot, closed","['closed', 'hash', 'function', 'slot', 'element', 'insert', 'hash', 'table', 'slot', 'respectively']","A closed hash function h(x) = x%13 has slots 0 through to 12. When the elements (2, 55, 4, 26, 11, 14, 37, 30, 43, 40, 44, 6, 23) are inserted into the Hash table, in what slots are 43, 6 and 44 respectively?
"
153,153,52,0.176400006,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'correct', 'for', 'sequence', 'belowin', 'order', 'epre', 'order']","Which binary tree is correct for the sequences below?In-order : B, A, D, C, Epre-order : A, B, C, D, E
"
154,154,36,0.284299999,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'best', 'average', 'bad', 'time', 'complexity', 'matter', 'datum']","Which of the following sorting algorithms has the same best, average and worst time complexity (no matter what the data is)
"
155,155,2,0.101999998,"tree, binary, node, avl, search, child, root, follow, height, leaf","['avl', 'tree', 'unbalanced', 'case']","This AVL Tree is unbalanced, which case is it in? 10 / \ / \ 5 15 / \ / \ 1 7 / / 6
"
156,156,27,0.066799998,"would, use, result, determine, create, sequence, state, maxheap, num, body",['result'],"What is the result of ?(n2)+?(n)?
"
157,157,2,0.218899995,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'number', 'key', 'indicate', 'separation', 'child', 'node', 'internal', 'node', 'tree', 'key', 'use', 'say', 'follow', 'statement', 'correct']","In an internal node of a 2-3 B-tree, the number of keys will indicate the separation of subtrees.For 3 child nodes of an internal node of this 2-3 B-Tree, 2 keys will be used, say X1 and X2.Which of the following statements, is correct?
"
158,158,52,0.196999997,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'correct', 'post', 'order', 'traversal', 'binary', 'tree', 'show']","Which of the following is the correct post-order traversal of the binary tree shown below? 2 / \ 31 14 / \ / \12 7 25 16
"
159,159,25,0.344300002,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['suppose', 'store', 'element', 'array', 'list', 'singly', 'link', 'list', 'probabilistic', 'skip', 'list', 'follow', 'statement', 'false']","Suppose we store 50 elements in an Array List, a Singly Linked List and a Probabilistic Skip List. Which of the following statements is false?
"
160,160,29,0.140900001,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'follow', 'statement', 'follow', 'function', 'follow', 'statement', 'correct']","Consider the following statements about the following functions: , , and .Which one of the following statements is correct?
"
161,161,17,0.3583,"right, leave, node, process, sub, current, subtree, describe, differ, left","['describe', 'follow', 'step', 'process', 'node', 'leave', 'subtree', 'process', 'node', 'subtree', 'process', 'current', 'node']","Which type of traversal is described by the following steps?1. process the nodes in the left subtree2. process the nodes in the right subtree3. process the current node
"
162,162,25,0.130600005,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['consider', 'follow', 'array', 'apply', 'array', 'sort', 'order', 'array', 'first', 'iteration']","Consider the following array[53, 165, 202, 129, 32, 85, 98, 177, 195, 71]A Shellsort algorithm is applied. In the first iteration of the array, a '5-sort' is performed.What is the order of the array after this first iteration?
"
163,163,29,0.174600005,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'time', 'complexity', 'for', 'quicksort']","What is the average Big Theta time complexity for Quicksort?
"
164,164,2,0.173600003,"tree, binary, node, avl, search, child, root, follow, height, leaf","['consider', 'maximum', 'height', 'perfectly_balanced', 'search', 'tree']","What is considered a maximum height of a perfectly balanced search tree?
"
165,165,0,0.093900003,"vertex, edge, graph, change, show, matrix, also, if, formula, name","['store', 'would', 'show', 'vertex', 'exactly', 'edges_apart']","With a graph stored as an adjacency matrix, which of these would show you which vertices are exactly two edges apart?
"
166,166,29,0.272399992,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'follow', 'asymptotic', 'time', 'complexity', 'for', 'for', 'for']","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
"
167,167,29,0.272399992,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'follow', 'asymptotic', 'time', 'complexity', 'for', 'for', 'for']","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
"
168,168,2,0.098499998,"tree, binary, node, avl, search, child, root, follow, height, leaf","['binary', 'tree', 'would', 'suggest', 'consider']","What characteristics of a binary tree would suggest that it is considered min-heap?
"
169,169,25,0.26789999,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['make', 'xor', 'memory', 'efficient', 'doubly', 'link', 'list', 'different', 'standard', 'doubly', 'link', 'list']","What makes an XOR or memory-efficient doubly-linked list different from a standard doubly-linked list?
"
170,170,36,0.2245,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['link', 'list', 'operation', 'best', 'average', 'bad', 'case', 'time', 'complexity']","Which of these Linked List operations has a best, average and worst case time complexity of O(1)?
"
171,171,30,0.102200001,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['let', 'complexity', 'big', 'notation']","Let , . What is the complexity in big O notation of ?
"
172,172,0,0.0167,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is 16^71 mod 71?16^71 = x mod71.x=?
"
173,173,36,0.280699998,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'bad', 'case', 'time', 'complexity', 'quick', 'sort']","Which of the following is the worst case time complexity of quick sort?
"
174,174,52,0.228300005,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'if', 'post', 'order', 'would', 'output']","Given the following tree, if we were to use post order traversal, what would the output be? Declan / \ Beth Finola / \ / \ Alex Corrie Emma Georgia
"
175,175,23,0.221599996,"hash, table, bucket, open, insert, close, key, function, slot, closed","['hash', 'table', 'call', 'element', 'would', 'assign', 'bucket', 'give', 'hash', 'function']","In a hash table, what is it called when 2 or more elements would be assigned to the same bucket given their hash function?
"
176,176,40,0.241400003,"number, find, take, step, item, average, many, give, second, if","['take', 'second', 'run', 'input', 'take', 'second', 'run', 'input', 'if', 'input', 'long', 'likely', 'take']","An algorithm takes 3 seconds to run with an input n = 10 and it takes 81 seconds to run with an input n = 30. If we run the algorithm with an input of n = 100, how long is it most likely to take?
"
177,177,25,0.1734,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['field', 'store', 'node', 'doubly', 'link', 'list']","What fields are stored in the nodes of a doubly linked list?
"
178,178,26,0.196799994,"pass, send, initial, replace, message, public_key, alice, necessary, publish, generate","['want', 'send', 'message', 'kk', 'slider', 'use', 'public_key', 'make']","Tom Nook wants to send a message to KK Slider using RSA encryption. What is the Public Key made of?p = a prime numberq = a prime numbern = pqe = a small exponent, where 1 < e < (p - 1)(q - 1)
"
179,179,36,0.219400004,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'case', 'time', 'complexity', 'insertion']","What is the best case time complexity of insertion sort?
"
180,180,38,0.116599999,"datum, structure, data, space, implement, possible, memory, store, work, for","['disadvantage', 'implement', 'binary', 'tree', 'use', 'normal', 'array']","What is/are the disadvantages of implementing Binary tree using normal arrays?
"
181,181,39,0.131400004,"run, large, fast, term, quicksort, exact, record, partition, question, information","['follow', 'desirable', 'fast', 'runtime', 'for', 'large']","Which of the following has the most desirable runtime?i.e which will be the fastest runtime for large n?
"
182,182,31,0.185000002,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['use', 'selection', 'sort', 'sort', 'lowest', 'high', 'following', 'list', 'look_like', 'iteration']","Using selection sort and sorting from lowest to highest, what will the following list look like after 3 iterations?[50,35,79,63,24,90,101,143,256,3]
"
183,183,29,0.151800007,"for, time, complexity, search, runtime, function, none, follow, correct, give","['for', 'array', 'list', 'size', 'best', 'bad', 'average', 'runtime', 'complexity', 'for', 'operation']","For an array list of size n what are the best, worst and average runtime complexities for each of it's operations?
"
184,184,2,0.144299999,"tree, binary, node, avl, search, child, root, follow, height, leaf","['runtime', 'binary', 'search', 'tree', 'search']","What is the runtime of a Binary Search Tree Search?
"
185,185,2,0.168500006,"tree, binary, node, avl, search, child, root, follow, height, leaf","['if', 'binary', 'tree', 'label', 'complete', 'binary', 'tree']","Which, if any, of the Binary Trees labelled A-H is a complete binary tree?
"
186,186,36,0.066799998,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection",['sort'],"Which of the followingO(n logn)sorting algorithm is the slowest ?
"
187,187,52,0.261799991,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['processing', 'follow', 'tree', 'post', 'order', 'give', 'outcome']","Processing the following tree in post-order gives which outcome?
"
188,188,2,0.202399999,"tree, binary, node, avl, search, child, root, follow, height, leaf","['need', 'rotate', 'follow', 'avl', 'tree', 'become', 'balanced']","Which node needs to be rotated in the following AVL tree to become balanced: 25 / \ 20 30 / \ \10 22 40 \ 50
"
189,189,53,0.195700005,"must, least, additional, generic, smallest, think, underestimate, satisfied, prove, stand","['stand', 'bad', 'configuration', 'must', 'order', 'sven', 'go', 'adventure', 'sort', 'sort', 'least', 'amount', 'time']","Kristoff has 9823598273 reindeer. The reindeer are stood in the worst configuration. He must order his reindeer before he and Sven can go on an adventure, which sort should he use to sort them in the least amount of time?
"
190,190,13,0.137700006,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble","['consider', 'array', 'use', 'bubble', 'sort', 'many', 'pass', 'array', 'require', 'sort', 'low', 'highestnote', 'include', 'final', 'pass', 'confirm', 'correct', 'order']","Consider the array: 4, 1, 3, 2, 5.Using Bubble sort, how many passes through the array are required to sort it from lowest to highest?Note: not including a final pass to confirm correct order.
"
191,191,29,0.287999988,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'follow', 'time', 'complexity', 'for', 'input', 'asymptotic', 'time', 'complexity', 'function']","Consider an algorithm with the following time complexity for an input n:What is the asymptotic time complexity of this function?
"
192,192,56,0.266400009,"consider, total, first, call, line, nee, decide, xtotal, via, organise","['ash', 'decide', 'organise', 'pokemon', 'tree', 'tree', 'traversal', 'first', 'line', 'caterpie', 'last', 'bulbasaur']","Ash decides to organise his Pokemon in a tree. Which tree traversal should he use such that Charizard is first in line and Caterpie is last? Bulbasaur / \ Pikachu Caterpie / \ Charizard Pidgeotto
"
193,193,56,0.066799998,"consider, total, first, call, line, nee, decide, xtotal, via, organise",['consider'],"What kind of algorithm is a Merge sort considered to be?
"
194,194,47,0.063600004,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['represent', 'correct']","Does the array below represent a correct max heap?[1,7,13,16,21,28,35,33,29,26,20,14,3]
"
195,195,23,0.102200001,"hash, table, bucket, open, insert, close, key, function, slot, closed","['hash', 'mean', 'array', 'bucket']","In Hash Tables, a load factor of 0.45 means that your array has 45% more buckets than you need.True or False?
"
196,196,2,0.101000004,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'use', 'output', 'follow', 'tree']","What tree traversal is used to output: 666, 8, 1, 96, 6000000from the following tree: 666 / \ 8 6000000 / \ 1 96
"
197,197,25,0.153099999,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['singly', 'link', 'list']","What is stored in each node of a singly linked list?
"
198,198,47,0.258100003,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['for', 'graph', 'follow', 'path', 'length', 'traversable', 'way', 'length', 'node']","For the graph with the following path lengths, which are traversable both ways:A<->B 2A<->C 3B<->C 6B<->E 4C<->D 8D<->E 2D<->F 1E<->F 4What is the length of the shortest path between Nodes A and F?
"
199,199,2,0.290699989,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'follow', 'integer', 'binary', 'search', 'tree', 'new', 'element', 'insert', 'orderfor', 'new', 'element', 'node', 'new', 'element', 'child', 'offor', 'example', 'would', 'mean', 'child', 'child', 'child']","Given the following integer binary search tree, three new elements 12, 8 and 5 are inserted in that order.For each new element which node is each of the new elements a child of?For example, ""4, 49, 2"" would mean that 12 is a child of 4, 8 is a child of 49 and 5 is a child of 2.
"
200,200,2,0.131099999,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'avl', 'tree', 'true']","Which of the following about AVL trees is not true?
"
201,201,36,0.269899994,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'fastest', 'good', 'case', 'time', 'complexity']","Which of the following sorting algorithms has the fastest best case time complexity?
"
202,202,2,0.172800004,"tree, binary, node, avl, search, child, root, follow, height, leaf","['reason', 'for', 'avl', 'tree', 'rebalance', 'insertion', 'deletion', 'node']","What is the reason for AVL Trees rebalancing after insertion/deletion of a node?
"
203,203,52,0.300700009,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['if', 'post', 'order', 'traversal', 'binart', 'tree', 'pre', 'order', 'traversal']","If the post order traversal of a binart tree is DEBFCA. What is the pre order traversal?
"
204,204,36,0.079599999,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['number', 'swap', 'need', 'swap', 'list', 'number', 'ascend', 'order', 'use', 'bubble', 'sort']","What is the number of swaps needed to swap this list of numbers:8, 22, 7, 9, 31, 5, 13 in ascending order using bubble sort?
"
205,205,25,0.124300003,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['consider', 'singly', 'link', 'list', 'time', 'complexity', 'for', 'operation']","Consider the algorithm forinsertioninto a singly-linked list. What is the time complexity for this operation?
"
206,206,35,0.141800001,"int, if, for, while, return, follow, code, mean, sum, new","['follow', 'algorithmint', 'int', 'while']","What is the time complexity of the following algorithm?int m = 0;int i = n;while (i > 0) { m = m + 2i; i = i / 2;}
"
207,207,36,0.153200001,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'stable']","Which of these sorting algorithms is stable
"
208,208,36,0.182799995,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'unstable', 'element', 'value', 'remain', 'order', 'sort']","Which one of the following sorting algorithms is unstable(elements with same value will remain in the same order after sort)?
"
209,209,52,0.178399995,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'pre', 'order', 'traversal', 'tree']","What is the result of pre-order traversal of this tree?
"
210,210,40,0.127800003,"number, find, take, step, item, average, many, give, second, if","['perform', 'bst', 'search', 'value', 'average', 'many', 'step', 'require', 'find', 'value']","When performing a BST search on N values, on average how many steps are required to find our value?
"
211,211,20,0.374799997,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['certain', 'quadratic', 'time', 'algorithm', 'use', 'elementary_operation', 'process', 'input', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A certain quadratic time algorithm uses 50 elementary operations to process an input of size 20. What is the most likely number of elementary operations it will use if given an input of size 2000?
"
212,212,31,0.185000002,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['use', 'selection', 'sort', 'sort', 'lowest', 'high', 'following', 'list', 'look_like', 'iteration']","Using selection sort and sorting from lowest to highest, what will the following list look like after 3 iterations?[ 900, 321, 400, 60, 702, 9, 572, 18, 104]
"
213,213,40,0.255199999,"number, find, take, step, item, average, many, give, second, if","['consider', 'closed', 'hash', 'table', 'linear', 'probingcompute', 'average', 'number', 'step', 'take', 'insert', 'item', 'hash', 'table', 'total', 'number', 'available', 'bucket', 'number', 'unused', 'bucket']","Consider a closed hash table with linear probing.Compute the average number of steps taken to insert an item into a hash table with total number of available buckets being 10,000 and the number of unused buckets being 1,500.
"
214,214,20,0.371899992,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'aninput', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A quadratic time algorithm uses 50 elementary operations to process aninput of size 10. What is the most likely number of elementary operations it will use if given an input of size 10,000?
"
215,215,32,0.225600004,"start, could, dijkstra, buffer, page, twice, overwrite, circular, nodestraverse, nodetraverse","['consider', 'dijkstra', 'find', 'short', 'path', 'node', 'start', 'node', 'follow', 'ordering', 'node', 'could', 'use', 'dijkstra', 'short', 'path', 'start', 'start']","Consider graph F. Assume that we use Dijkstra's algorithm to find shortest paths from node START to any other node in F. Which of the following orderings on the nodes of F could be used by Dijkstra's algorithm to compute the shortest paths that start at START?
"
216,216,23,0.243000001,"hash, table, bucket, open, insert, close, key, function, slot, closed","['if', 'open', 'hash', 'table', 'key', 'insert', 'bucket', 'average', 'number', 'step', 'take', 'find', 'element', 'table']","If we have an open hash table with 10 keys inserted and 20 buckets, what is the average number of steps taken to find an element in the table?
"
217,217,25,0.154400006,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['bad', 'case', 'time', 'complexity', 'insert', 'node', 'doubly', 'link', 'list']","What is the worst case time complexity of inserting a node in a doubly linked list?
"
218,218,2,0.222299993,"tree, binary, node, avl, search, child, root, follow, height, leaf","['main', 'property', 'binary', 'search', 'tree']","A main property of a Binary search tree is
"
219,219,2,0.257600009,"tree, binary, node, avl, search, child, root, follow, height, leaf","['use', 'follow', 'binary', 'search', 'tree', 'sort', 'alphabetically', 'order', 'store', 'car', 'name', 'order', 'increase', 'name', 'efficiency', 'avl', 'tree', 'however', 'want', 'insert', 'datatherefore', 'choose', 'carry', 'rotation', 'get', 'valid', 'avl', 'minimun', 'number', 'rotation', 'must', 'carry', 'produce', 'valid', 'avl', 'tree']","Honda uses the following binary search tree (sorted alphabetically) in order to store their car names: Amaze / \Accord Jazz / Grace / \ Brio InsightIn order to increase naming efficiency, they wish to convert this into an AVL tree, however do not want to re-insert all of the data.Therefore they choose to carry out 'rotations' to get a valid AVL tree.What is the minimun number of each rotation that must be carried out to produce a valid AVL tree?
"
220,220,36,0.095299996,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['consider', 'list', 'if', 'begin', 'sort', 'list', 'order', 'low', 'high', 'value', 'use', 'selection', 'sort', 'order', 'element', 'first', 'swap']","Consider the list [420, 69, 80085, 21, 666, 1337].If you begin to sort the list so that it will be ordered from lowest to highest value using selection sort, what order will the elements be in after the first two swaps?
"
221,221,33,0.163399994,"task, cost, provide, car, location, dealership, factory, row, quickest, alphabetically","['give', 'list', 'unordere', 'unbounded', 'integer', 'task', 'find', 'small', 'value', 'present', 'list', 'method', 'provide', 'low', 'average', 'time', 'complexity', 'complete', 'task']","Given a list of unordered, unbounded, integers, and the task of finding the smallest value present in the list, what method provides the lowest average time complexity to complete the task?
"
222,222,36,0.106799997,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['consider', 'stable', 'algorithm']","What algorithm is considered a ""stable"" algorithm?
"
223,223,29,0.1479,"for, time, complexity, search, runtime, function, none, follow, correct, give","['bad', 'case', 'performance', 'for', 'search', 'element', 'chain', 'hash', 'table']","What is the worst case performance for searching an element in a chained hash table?
"
224,224,36,0.145600006,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['imagine', 'scenario', 'need', 'sort', 'structure', 'contain', 'information', 'sort', 'would', 'best', 'case']","Imagine a scenario where we need to sort 10,000 structures containing some information. Which sorting algorithm would be the best in this case?
"
225,225,47,0.179000005,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['consider', 'follow', 'graph', 'multiply', 'represent']","Consider the following graph and it's adjacency matrix M:When an adjacency matrix is multiplied by itself (i.e. M * M = ?) what does the resultant matrix represent?
"
226,226,2,0.194600001,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'statement', 'avl', 'tree', 'binary', 'tree', 'true']","Which of the following statements about AVL trees and binary trees is true?
"
227,227,35,0.126000002,"int, if, for, while, return, follow, code, mean, sum, new","['suppose', 'algorithm', 'mean', 'if', 'say', 'asymptotically', 'efficient']","Suppose we have two algorithms A and B.What does it mean if we say that A is asymptotically more efficient than B?
"
228,228,37,0.440200001,"remove, base, set, implementation, insert, may, allow, incorrect, entity, limited","['assume', 'runtime', 'complexity', 'insert', 'member', 'set', 'remove', 'member', 'also', 'set', 'base', 'link', 'list', 'datum', 'structure', 'multiset', 'set', 'allow', 'member', 'occur', 'would', 'runtime', 'complexity', 'insert', 'remove', 'member', 'multiset', 'base', 'set', 'implementation', 'define']","Assuming that the runtime complexity of inserting a member in a set ADT is O(n) and removing a member is also O(n) (Set is based on linked list data structure).A multiset is a set that allows members to occur more than once. What would the runtime complexities of inserting and removing members in a multiset be, based on the set implementation defined above?
"
229,229,36,0.089400001,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'link', 'list', 'sort', 'alphabetical', 'order', 'for', 'first', 'letter', 'say', 'sort']","The following is a linked list:AvocadoCorianderTomatoLimeChiliit is sorted into alphabetical order for the first letter :AvocadoCorianderChiliLimeTomatoWhat can be said about the sorting algorithm?
"
230,230,47,0.151099995,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['give', 'graph', 'adjacency', 'list', 'form', 'use', 'combination', 'datum', 'structure', 'algorithm', 'efficiently', 'find', 'short', 'distance', 'node']","Given a graph in adjacency list form, using what combination of data structure and algorithm can we efficiently find the shortest distance between two nodes.
"
231,231,36,0.131200001,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sequentially', 'sort', 'for', 'decrease', 'value', 'final', 'sort', 'always', 'use', 'value', 'could', 'sorted', 'for', 'value', 'sort']","In shellsort, an array is sequentially h-sorted for decreasing values of h, with the final sort always using an h value of 1 (eg an array could be sorted for h values of 8,4,2,1).What sorting algorithm does shellsort use when h = 1?
"
232,232,12,0.234799996,"choose, log, type, small, wrong, memory, requirement, meet, back, book","['classify', 'sort', 'algorithmit', 'follow', 'quality', 'stablecan', 'use', 'sort', 'link', 'listsrequire', 'slot', 'extra', 'memory']","Classify this sorting algorithmIt has the following qualities:StableCan be used to sort linked listsRequires n slots of extra memory
"
233,233,36,0.153099999,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'unstable']","Which of these sorting algorithms is unstable?
"
234,234,29,0.062799998,"for, time, complexity, search, runtime, function, none, follow, correct, give","['calculate', 'for']","Calculate x for:
"
235,235,40,0.265700012,"number, find, take, step, item, average, many, give, second, if","['calculate', 'average', 'number', 'step', 'take', 'find', 'insert', 'item', 'closed', 'hash', 'table', 'number', 'key', 'number', 'bucket']","Calculate the average number of steps taken to find/insert an item into this closed hash table:Number of keys= 3500 Number of Buckets=15750
"
236,236,24,0.173700005,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['take', 'balanced', 'bst', 'basisinsert', 'bst', 'forget', 'balance', 'insertion', 'if', 'necessarywe', 'print', 'tree', 'order', 'way', 'outcome']","Take this Balanced BST as a basis.Insert 30 and 31 in this BST, don't forget to balance it after each insertion if necessary.We print the tree in an In-order traversal way, what is the outcome ?
"
237,237,25,0.206400007,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['singly', 'link', 'list', 'without', 'tail', 'reference', 'time', 'complexity', 'add', 'element', 'end', 'list']","In a singly linked list without a tail reference, what is the time complexity of adding an element to the end of the list?
"
238,238,23,0.168400005,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table', 'type', 'datum', 'bucket', 'point']","In an Open Hash Table, what type of data structure does each array bucket point to?
"
239,239,40,0.094099998,"number, find, take, step, item, average, many, give, second, if","['dijkstra', 'algorithm', 'number', 'vertice', 'number', 'edge']","What is the time complexity of Dijkstra's Algorithm? (v is the number of vertices, e is the number of edges)
"
